,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
649557,Aledmys Diaz,7,76,101,35,13,0,12,53,18,0,73,2,.243,301,.288,.405,.693,1,1,.500,7,1172,323,122,38,119,0,2,.256,0.75,0,25.08,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608324,Alex Bregman,154,128,209,93,38,0,23,77,86,1,141,11,.259,545,.365,.455,.820,2,1,.333,17,2510,652,248,93,254,0,10,.259,0.61,0,23.70,152,263,144,7,414,.983,2.66,2.71,1351.1,153,39,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650556,Bryan Abreu,54,45,39,16,7,0,2,86,26,0,45,4,.210,214,.306,.271,.577,1,7,.875,6,1003,,58,,,0,1,,1.15,0,,0,6,1,0,7,1.000,0.13,1.07,59.1,54,0,0,0,1.97,59.1,4,0,2,2,7,0,13,1.20,245,178,54,0,0,622,.620,4,0,7,0,1.000,16.90,18,3.31,13.04,3.94,6.83,2.43,0.30,27,10,,
676801,Chas McCormick,1,83,83,46,11,2,14,106,46,0,85,1,.239,356,.327,.399,.726,3,4,.571,5,1576,404,142,43,129,0,1,.300,1.00,0,25.43,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543877,Christian Vazquez,1,30,30,7,3,0,0,18,4,0,25,0,.243,103,.271,.272,.543,3,14,.824,3,403,107,28,9,39,0,0,.294,1.00,0,-.--,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,0,2.99
664299,Cristian Javier,30,67,177,44,18,1,17,194,52,0,89,6,.170,524,.252,.305,.557,3,9,.750,4,2554,,160,,,2,1,,0.38,0,,25,3,2,0,5,1.000,0.17,0.30,148.2,30,1,0,0,2.54,148.2,11,9,0,0,1,0,42,0.95,585,446,30,0,0,1625,.640,6,1,5,1,.550,17.18,0,3.73,11.74,3.15,5.39,2.66,1.03,0,0,,
682073,David Hensley,15,9,4,7,2,0,1,6,5,0,9,0,.321,28,.424,.500,.924,0,0,.---,3,135,33,14,5,13,0,0,.381,2.25,0,28.00,4,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664285,Framber Valdez,30,282,102,71,24,2,11,184,66,0,164,11,.225,728,.299,.309,.608,0,7,1.000,25,2930,,225,,,2,2,,2.76,0,,30,23,6,1,30,.967,0.97,1.33,196.1,30,0,0,1,2.89,196.1,16,6,0,0,0,0,63,1.17,809,589,30,3,1,1893,.650,11,1,11,0,.727,14.92,0,2.79,8.43,3.03,7.52,3.25,0.50,0,0,,
593576,Hector Neris,70,43,69,29,13,1,3,79,17,0,49,6,.205,239,.275,.305,.580,1,3,.750,4,1012,,73,,,1,0,,0.62,0,,0,2,2,1,5,.800,0.06,0.55,65.1,70,1,0,1,3.72,65.1,6,4,3,7,25,4,27,1.01,263,196,70,0,0,673,.670,6,1,6,0,.600,15.49,26,4.65,10.88,2.34,6.75,3.99,0.41,7,1,,
686613,Hunter Brown,7,26,10,2,4,1,0,22,7,0,15,0,.205,73,.275,.288,.563,1,1,.500,2,309,,21,,,0,0,,2.60,0,,2,2,1,0,3,1.000,0.43,1.35,20.1,7,0,0,0,0.89,20.1,2,0,0,0,2,0,2,1.08,80,61,7,0,0,206,.670,0,0,0,0,1.000,15.20,0,3.14,9.74,3.10,6.64,0.89,0.00,0,0,,
676694,Jake Meyers,50,40,22,13,6,2,1,53,7,0,33,2,.224,147,.268,.313,.581,1,2,.667,1,621,157,46,15,57,0,1,.340,1.82,0,147.00,43,0,117,2,119,.983,2.34,2.68,393.2,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665161,Jeremy Pena,136,141,119,72,20,2,22,135,22,0,132,6,.253,521,.289,.426,.715,2,11,.846,5,2004,558,222,63,199,1,5,.298,1.18,3,23.68,132,347,146,19,512,.963,3.68,3.81,1165.0,134,64,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,2,133,150,103,39,0,28,87,66,2,158,10,.300,527,.387,.533,.920,1,18,.947,13,2308,604,281,57,132,0,1,.315,0.89,0,18.82,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,29,135,213,74,33,1,29,134,38,0,154,7,.244,630,.292,.438,.730,3,11,.786,8,2640,,276,,,0,6,,0.63,0,,28,11,6,0,17,1.000,0.59,0.93,164.1,29,1,0,0,3.94,164.1,13,8,0,0,0,0,72,1.17,681,493,29,0,0,1788,.680,7,0,5,0,.619,16.06,0,3.53,7.34,2.08,8.43,4.05,1.59,0,0,,
434378,Justin Verlander,28,131,199,43,15,1,12,185,29,0,116,6,.186,625,.227,.270,.497,3,10,.769,8,2607,,169,,,1,5,,0.66,0,,28,15,4,1,20,.950,0.68,0.98,175.0,28,2,0,1,1.75,175.0,18,4,0,0,0,0,34,0.83,666,525,28,0,0,1787,.690,6,0,3,0,.818,14.90,0,6.38,9.51,1.49,5.97,2.21,0.62,0,0,,
663656,Kyle Tucker,3,128,182,71,28,1,30,95,59,4,140,1,.258,543,.331,.479,.810,4,25,.862,11,2260,608,260,107,246,0,2,.262,0.70,3,18.10,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,8,50,36,12,9,0,4,50,22,0,37,0,.215,172,.303,.337,.640,2,2,.500,5,759,,58,,,0,1,,1.39,0,,8,2,2,0,4,1.000,0.50,0.77,47.2,8,0,0,0,2.27,47.2,4,2,0,0,0,0,12,1.24,195,143,8,0,0,464,.610,0,0,1,0,.667,15.92,0,2.27,9.44,4.15,6.99,2.27,0.76,0,0,,
671277,Luis Garcia,59,112,69,29,23,2,7,83,11,1,97,1,.272,356,.293,.407,.700,4,3,.429,5,1310,373,145,45,148,1,4,.333,1.62,0,50.86,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,112,85,84,40,12,0,15,115,22,0,64,7,.187,342,.249,.354,.603,0,0,.---,6,1494,377,121,45,169,4,2,.229,1.01,0,22.80,109,48,1015,2,1065,.998,9.49,10.15,943.2,112,3,0,2,,,,,,,,,,,,,,,,,,,,31,1,,,,,,,,,,,,9,2.93
643289,Mauricio Dubon,21,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,66,56,62,32,9,1,10,72,24,2,56,7,.231,242,.315,.401,.716,1,2,.667,7,1071,,97,,,1,3,,0.90,0,,0,6,2,1,9,.889,0.12,1.11,65.1,66,1,0,1,3.58,65.1,0,2,0,2,13,2,26,1.22,277,196,66,0,0,694,.650,7,0,0,0,.000,16.39,10,3.00,9.92,3.31,7.71,4.41,1.38,27,5,,
606160,Rafael Montero,70,69,54,22,7,1,3,73,23,2,47,2,.194,242,.270,.269,.539,0,8,1.000,9,1084,,65,,,1,0,,1.28,0,,0,5,2,1,8,.875,0.10,0.94,67.2,70,1,0,1,2.39,67.2,5,2,14,16,22,2,18,1.03,268,203,70,0,0,690,.640,2,0,1,0,.714,16.02,25,3.17,9.71,3.06,6.25,2.93,0.40,19,4,,
519151,Ryan Pressly,49,40,33,17,2,1,4,63,13,0,30,0,.184,163,.243,.282,.525,1,0,.000,6,695,,46,,,2,1,,1.21,0,,0,3,2,0,5,1.000,0.10,0.96,47.1,49,0,0,0,3.04,47.1,3,3,32,36,0,4,16,0.91,179,142,49,0,0,445,.640,0,0,0,0,.500,14.68,42,4.85,11.98,2.47,5.70,3.23,0.76,7,2,,
592773,Ryne Stanek,58,36,56,8,7,0,2,62,31,1,36,0,.191,188,.303,.261,.564,2,4,.667,5,883,,49,,,0,2,,0.64,0,,0,1,0,0,1,1.000,0.02,0.17,53.2,58,0,0,0,1.17,53.2,2,1,1,5,16,4,7,1.25,221,161,58,0,0,535,.610,0,0,4,0,.667,16.45,10,2.00,10.40,5.20,6.04,1.34,0.34,22,9,,
641820,Trey Mancini,50,39,48,17,7,0,8,47,18,0,29,1,.180,161,.264,.373,.637,0,0,.---,6,745,182,60,22,72,0,2,.194,0.81,0,20.12,18,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,25,105,176,68,26,3,24,95,56,4,132,10,.262,504,.345,.468,.813,10,46,.821,11,2355,574,236,87,246,0,4,.278,0.60,0,21.00,24,0,0,0,0,.000,0.00,-.--,0.0,25,0,0,0,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.59
670541,Yordan Alvarez,77,120,107,95,29,2,37,105,78,9,142,6,.304,467,.405,.612,1.017,1,1,.500,12,2183,558,286,96,215,0,7,.316,1.12,0,12.62,77,0,0,0,0,.000,0.00,-.--,0.0,77,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,2,144,198,53,40,0,8,72,29,0,131,6,.242,542,.286,.360,.646,0,8,1.000,13,2098,580,195,53,257,0,3,.265,0.73,0,67.75,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,16,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,,92,,,0,2,,0.43,0,,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,,
647351,Abraham Toro,108,89,112,36,13,1,10,65,22,1,58,2,.181,320,.236,.322,.558,0,2,1.000,4,1320,348,103,35,132,0,4,.193,0.79,0,32.00,18,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,8,163,186,61,22,4,3,73,46,1,129,5,.238,541,.301,.311,.612,6,11,.647,15,2191,602,168,42,222,4,6,.268,0.88,0,180.33,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662253,Andres Munoz,64,49,41,20,4,0,5,96,15,3,43,4,.189,227,.250,.273,.523,1,5,.833,5,1024,,62,,,0,2,,1.20,0,,0,4,3,0,7,1.000,0.11,0.97,65.0,64,0,0,0,2.49,65.0,2,5,4,8,22,4,18,0.89,248,195,64,0,0,702,.690,4,0,4,0,.286,15.75,12,6.40,13.29,2.08,5.95,2.77,0.69,25,4,,
663728,Cal Raleigh,1,59,116,46,20,1,27,122,38,0,78,2,.211,370,.284,.489,.773,25,53,.679,5,1642,415,181,63,172,0,5,.226,0.51,1,13.70,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,22,1,,,,,,,,,,,,3,3.30
467793,Carlos Santana,78,62,83,35,8,0,15,60,35,1,48,2,.191,251,.293,.402,.695,0,0,.---,8,1188,290,101,39,109,0,2,.185,0.75,0,16.73,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623167,Chris Flexen,33,120,190,61,27,3,17,95,51,3,132,2,.250,529,.315,.408,.723,0,6,1.000,6,2204,,216,,,3,5,,0.63,0,,22,9,9,1,19,.947,0.55,1.18,137.2,33,1,0,1,3.73,137.2,8,9,2,2,0,0,57,1.33,590,413,33,0,0,1361,.620,2,0,7,0,.471,16.01,11,1.86,6.21,3.33,8.63,3.99,1.11,0,0,,
592200,Curt Casali,1,20,29,13,3,0,4,36,15,0,25,1,.231,108,.325,.370,.695,3,13,.813,1,566,126,40,14,55,0,2,.300,0.69,1,27.00,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,1,3.26
660636,Diego Castillo,2,3,1,8,0,0,1,1,3,0,6,1,.545,11,.667,.818,1.485,0,0,.---,1,60,279,9,28,96,0,0,.232,3.00,0,23.46,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,,
664238,Dylan Moore,104,32,54,41,11,2,6,75,34,2,46,13,.224,205,.368,.385,.753,8,21,.724,5,1133,255,79,24,107,1,1,.320,0.59,1,34.17,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
