,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
665161,Jeremy Pena,131,127,335,141,18,494,.964,3.69,3.80,1127.0,129,61,0,9,137,117,70,20,1,20,130,22,0,125,6,.249,503,.285,.412,.697,2,11,.846,5,1942,540,207,57,193,1,5,.293,1.17,3,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,127,147,100,35,0,28,86,65,2,152,10,.297,511,.387,.530,.917,1,18,.947,13,2254,587,271,57,129,0,1,.312,0.86,0,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,28,28,10,6,0,16,1.000,0.57,0.89,162.1,28,1,0,0,133,210,72,33,1,27,133,36,0,152,7,.244,622,.291,.431,.722,3,11,.786,8,2596,,268,,,0,6,,0.63,0,,3.88,162.1,13,8,0,0,0,0,70,1.16,671,487,28,0,0,1762,.680,7,0,5,0,.619,15.99,0,3.69,7.37,2.00,8.43,3.99,1.50,0,0,,
434378,Justin Verlander,27,27,15,4,1,20,.950,0.70,1.01,170.0,27,2,0,1,128,197,43,15,1,12,175,28,0,116,6,.190,610,.231,.277,.508,3,10,.769,8,2530,,169,,,1,5,,0.65,0,,1.80,170.0,17,4,0,0,0,0,34,0.85,650,510,27,0,0,1736,.690,6,0,3,0,.810,14.88,0,6.25,9.26,1.48,6.14,2.28,0.64,0,0,,
663656,Kyle Tucker,3,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,123,174,70,28,1,29,93,59,4,138,1,.262,526,.337,.485,.822,4,25,.862,11,2193,591,255,104,239,0,2,.268,0.71,3,18.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,7,7,2,2,0,4,1.000,0.57,0.88,41.2,7,0,0,0,43,33,11,8,0,3,45,21,0,31,0,.205,151,.301,.318,.619,1,2,.667,3,665,,48,,,0,1,,1.30,0,,2.38,41.2,4,1,0,0,0,0,11,1.25,173,125,7,0,0,404,.610,0,0,1,0,.800,15.96,0,2.14,9.72,4.54,6.70,2.38,0.65,0,0,,
671277,Luis Garcia,86,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,109,64,26,21,2,6,75,10,1,91,1,.272,334,.292,.401,.693,4,3,.429,5,1214,350,134,38,144,1,4,.331,1.70,0,55.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,109,106,46,987,2,1035,.998,9.48,10.07,923.2,109,3,0,2,84,84,39,12,0,14,111,22,0,62,7,.185,336,.248,.345,.593,14,46,.767,6,1470,370,116,44,167,3,2,.225,1.00,0,24.00,,,,,,,,,,,,,,,,,,,,31,1,,,,,,,,,,,,9,2.97
643289,Mauricio Dubon,21,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,64,0,5,2,1,8,.875,0.11,1.02,62.1,64,1,0,1,55,60,31,8,1,9,66,22,2,54,7,.234,231,.316,.394,.710,1,2,.667,7,1018,,91,,,1,3,,0.92,0,,3.61,62.1,0,2,0,2,13,2,25,1.22,264,187,64,0,0,659,.650,7,0,0,0,.000,16.33,9,3.00,9.53,3.18,7.80,4.48,1.30,27,5,,
606160,Rafael Montero,68,0,5,2,1,8,.875,0.10,0.97,65.2,68,1,0,1,67,52,22,7,1,3,71,21,2,46,2,.196,235,.267,.272,.539,0,8,1.000,9,1051,,64,,,1,0,,1.29,0,,2.47,65.2,5,2,13,15,21,2,18,1.02,259,197,68,0,0,670,.640,2,0,1,0,.714,16.01,24,3.38,9.73,2.88,6.30,3.02,0.41,19,4,,
519151,Ryan Pressly,48,0,3,2,0,5,1.000,0.10,0.98,46.1,48,0,0,0,40,32,16,2,1,4,61,11,0,29,0,.182,159,.234,.283,.517,1,0,.000,6,668,,45,,,2,1,,1.25,0,,2.91,46.1,3,3,31,35,0,4,15,0.86,173,139,48,0,0,431,.650,0,0,0,0,.500,14.42,41,5.55,11.85,2.14,5.63,3.11,0.78,7,2,,
592773,Ryne Stanek,56,0,1,0,0,1,1.000,0.02,0.17,52.0,56,0,0,0,35,55,8,7,0,2,59,30,1,35,0,.192,182,.304,.264,.568,2,4,.667,5,854,,48,,,0,2,,0.64,0,,1.21,52.0,2,1,1,5,15,4,7,1.25,214,156,56,0,0,520,.610,0,0,4,0,.667,16.42,10,1.97,10.21,5.19,6.06,1.38,0.35,21,9,,
641820,Trey Mancini,20,18,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,35,43,17,7,0,8,44,18,0,28,1,.189,148,.278,.399,.677,0,0,.---,4,683,169,59,22,65,0,2,.204,0.81,0,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,24,23,0,0,0,0,.000,0.00,-.--,0.0,24,0,0,0,99,174,64,25,3,23,90,56,4,128,10,.263,487,.348,.468,.816,10,45,.818,11,2291,557,228,85,237,0,4,.278,0.57,0,21.17,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.61
673237,Yainer Diaz,3,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,3,2,0,1,0,0,2,1,0,1,0,.125,8,.222,.250,.472,0,0,.---,0,31,9,2,1,3,0,0,.167,1.50,0,-.--,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0.00
670541,Yordan Alvarez,129,72,0,0,0,0,.000,0.00,-.--,0.0,72,0,0,0,115,104,92,24,2,37,100,77,9,136,6,.304,448,.407,.614,1.021,1,1,.500,12,2122,538,275,96,204,0,7,.311,1.11,0,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,140,191,52,38,0,8,72,29,0,125,6,.238,525,.284,.356,.640,0,8,1.000,13,2057,563,187,51,255,0,3,.261,0.73,0,65.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
647351,Abraham Toro,22,18,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,87,108,34,13,1,9,58,22,1,56,1,.183,306,.238,.320,.558,0,1,1.000,4,1261,332,98,30,122,0,3,.194,0.81,0,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,8,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,159,179,59,21,4,3,69,45,1,122,5,.235,520,.299,.308,.607,5,9,.643,15,2108,579,160,40,212,4,5,.263,0.89,0,173.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662253,Andres Munoz,62,0,4,3,0,7,1.000,0.11,1.02,62.2,62,0,0,0,46,40,19,4,0,5,94,15,3,41,4,.187,219,.250,.274,.524,1,5,.833,4,994,,60,,,0,2,,1.15,0,,2.44,62.2,2,5,4,7,22,3,17,0.89,240,188,62,0,0,681,.690,4,0,4,0,.286,15.86,12,6.27,13.50,2.15,5.89,2.73,0.72,24,4,,
663728,Cal Raleigh,113,97,27,886,6,919,.993,8.08,9.16,897.0,113,3,0,4,58,114,44,20,1,25,116,37,0,73,2,.204,357,.280,.476,.756,24,50,.676,5,1572,400,170,60,168,0,4,.218,0.51,1,14.28,,,,,,,,,,,,,,,,,,,,22,1,,,,,,,,,,,,3,3.26
467793,Carlos Santana,36,35,0,0,0,0,.000,0.00,-.--,0.0,36,0,0,0,60,79,31,7,0,15,55,32,1,41,2,.176,233,.279,.399,.678,0,0,.---,8,1102,269,93,37,106,0,2,.158,0.76,0,15.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623167,Chris Flexen,31,21,9,6,1,16,.938,0.48,1.02,132.2,31,1,0,1,111,186,57,25,3,16,93,50,3,127,2,.249,511,.316,.403,.719,0,6,1.000,6,2124,,206,,,2,4,,0.60,0,,3.66,132.2,7,9,2,2,0,0,54,1.33,569,398,31,0,0,1310,.620,2,0,6,0,.438,16.01,10,1.86,6.31,3.39,8.62,3.87,1.09,0,0,,
592200,Curt Casali,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,20,29,13,3,0,4,36,15,0,25,1,.231,108,.325,.370,.695,3,13,.813,1,566,126,40,14,55,0,2,.300,0.69,1,27.00,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,1,3.26
660636,Diego Castillo,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,61,70,26,10,0,11,73,14,1,50,3,.200,250,.247,.372,.619,1,1,.500,7,1098,271,93,28,94,0,4,.229,0.87,0,22.73,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,,
664238,Dylan Moore,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,27,53,36,10,2,6,69,33,2,40,11,.214,187,.362,.385,.747,7,19,.731,3,1044,234,72,21,104,1,1,.301,0.51,1,31.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657024,Erik Swanson,54,1,4,3,0,7,1.000,0.13,1.29,49.2,54,0,0,0,30,51,10,8,0,3,64,9,1,37,1,.206,180,.247,.300,.547,1,2,.667,1,823,,54,,,2,0,,0.59,0,,1.81,49.2,2,2,3,5,14,2,10,0.93,192,149,54,0,0,565,.690,1,0,1,1,.500,16.57,8,7.11,11.60,1.63,6.70,1.81,0.54,12,4,,
553993,Eugenio Suarez,144,17,0,0,0,0,.000,0.00,-.--,0.0,18,0,0,0,82,130,72,24,2,31,186,73,0,123,8,.238,517,.339,.472,.811,0,0,.---,10,2505,602,244,85,212,0,4,.303,0.63,0,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669923,George Kirby,24,24,10,7,0,17,1.000,0.71,1.21,126.0,24,1,0,0,107,134,50,23,2,12,128,19,0,129,5,.261,494,.294,.389,.683,4,9,.692,9,1999,,192,,,1,3,,0.80,0,,3.21,126.0,8,4,0,0,0,0,45,1.17,522,378,24,0,0,1374,.690,5,0,4,1,.667,15.87,0,6.74,9.14,1.36,9.21,3.57,0.86,0,0,,
641487,J.P. Crawford,139,138,312,158,13,483,.973,3.38,3.51,1206.0,139,66,0,6,153,157,56,24,3,6,73,64,0,124,9,.248,500,.341,.344,.685,2,3,.600,10,2370,580,172,41,195,2,5,.277,0.97,0,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672284,Jarred Kelenic,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,27,38,17,5,1,5,51,12,0,20,0,.148,135,.216,.311,.527,2,5,.714,3,558,148,42,14,60,0,1,.188,0.71,0,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608385,Jesse Winker,133,14,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,108,143,48,15,0,13,101,82,1,98,4,.219,447,.343,.340,.683,0,0,.---,8,2189,536,152,50,182,0,3,.253,0.76,0,34.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669302,Logan Gilbert,31,31,13,15,1,29,.966,0.90,1.42,177.2,31,1,0,1,148,201,70,41,3,18,170,47,2,167,6,.247,677,.299,.396,.695,4,6,.600,10,2914,,268,,,4,5,,0.74,0,,3.29,177.2,13,6,0,0,0,0,65,1.20,739,533,31,0,0,1886,.650,6,0,5,0,.684,16.40,0,3.62,8.61,2.38,8.46,3.55,0.91,0,0,,
622379,Luis Castillo,3,0,0,0,0,0,.000,0.00,0.00,3.2,3,0,0,0,5,3,0,0,0,0,4,0,0,2,0,.143,14,.143,.143,.286,0,0,.---,0,60,,2,,,0,0,,1.67,0,,0.00,3.2,0,0,0,0,0,0,0,0.55,14,11,3,0,0,38,.630,0,0,0,0,.---,16.36,1,-.--,9.82,0.00,4.91,0.00,0.00,2,0,,
620443,Luis Torrens,50,8,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,37,27,10,2,0,2,45,8,0,29,1,.213,136,.259,.272,.531,0,0,.---,5,590,147,37,12,57,0,2,.297,1.37,0,68.00,9.00,1.0,0,0,0,0,0,0,1,2.00,5,3,1,0,0,11,.610,0,0,17,0,.---,18.00,1,-.--,0.00,0.00,18.00,9.00,9.00,0,0,0,4.31
594835,Marco Gonzales,30,30,8,7,0,15,1.000,0.50,0.79,171.0,30,1,0,0,185,218,89,43,0,27,94,47,1,180,7,.269,668,.321,.455,.776,2,8,.800,16,2654,,304,,,3,6,,0.85,0,,4.05,171.0,10,15,0,0,0,0,77,1.33,731,513,30,0,0,1749,.660,7,0,1,1,.400,15.52,0,2.00,4.95,2.47,9.47,4.68,1.42,0,0,,
666374,Matt Brash,35,5,5,3,1,9,.889,0.23,1.53,47.0,35,1,0,0,44,28,25,5,0,3,58,32,1,45,2,.259,174,.380,.339,.719,3,0,.000,7,884,0,59,0,0,1,0,.---,1.57,0,-.--,4.79,47.0,3,4,0,0,7,0,25,1.64,209,141,35,0,0,547,.620,2,0,3,0,.429,18.81,2,1.81,11.11,6.13,8.62,4.79,0.57,18,3,,
571510,Matthew Boyd,8,0,1,2,0,3,1.000,0.38,3.00,9.1,8,0,0,0,9,11,2,0,0,0,7,6,3,5,1,.161,31,.316,.161,.477,0,1,1.000,1,127,,5,,,1,0,,0.82,0,,1.93,9.1,2,0,0,0,0,0,2,1.18,39,28,8,0,0,84,.660,1,0,0,0,1.000,13.61,1,1.17,6.75,5.79,4.82,1.93,0.00,0,0,,
670036,Matthew Festa,50,0,4,4,0,8,1.000,0.16,1.50,48.2,50,1,0,0,33,48,24,6,2,9,59,17,0,40,2,.225,178,.299,.433,.732,1,5,.833,4,819,,77,,,2,0,,0.69,0,,4.25,48.2,2,0,2,3,6,1,23,1.17,199,146,50,0,0,543,.660,2,0,1,0,1.000,16.83,12,3.47,10.91,3.14,7.40,4.44,1.66,12,7,,
571745,Mitch Haniger,12,12,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,42,57,25,7,0,7,56,18,1,47,1,.235,200,.299,.375,.674,0,0,.---,7,886,221,75,27,76,0,2,.288,0.74,0,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623149,Paul Sewald,63,0,13,3,0,16,1.000,0.25,2.32,62.1,63,0,0,0,43,74,19,4,0,8,67,16,4,30,4,.142,212,.215,.274,.489,2,4,.667,0,934,0,58,0,0,1,1,.---,0.58,0,-.--,2.45,62.1,5,4,20,25,7,5,17,0.74,234,187,63,0,0,613,.660,4,0,1,0,.556,14.98,37,4.19,9.67,2.31,4.33,2.74,1.16,14,5,,
682171,Penn Murfee,61,1,4,2,0,6,1.000,0.10,0.82,66.0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,2.45,66.0,4,0,0,0,6,0,18,0.89,255,198,61,0,0,644,.690,2,0,2,0,1.000,14.17,14,4.12,9.55,2.32,5.73,2.45,0.68,27,4,,
592662,Robbie Ray,31,31,18,6,0,24,1.000,0.77,1.18,183.1,31,1,0,0,146,171,74,28,5,29,209,59,0,155,7,.228,680,.296,.412,.708,8,16,.667,14,2964,,280,,,0,1,,0.85,0,,3.58,183.1,12,11,0,0,0,0,73,1.17,747,550,31,0,0,1906,.640,7,0,5,6,.522,16.17,0,3.54,10.26,2.90,7.61,3.63,1.42,0,0,,
664059,Sam Haggerty,6,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,43,35,27,9,1,5,51,14,2,43,4,.253,170,.323,.406,.729,1,12,.923,4,691,190,69,20,81,1,1,.330,1.23,0,34.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664034,Ty France,8,8,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,154,145,63,26,1,20,86,34,3,145,20,.276,525,.341,.444,.785,0,0,.---,15,2102,585,233,81,205,0,5,.295,1.06,1,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,,82,,,0,1,,0.40,0,,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,,
571901,Aaron Loup,62,0,9,0,0,9,1.000,0.15,1.45,56.2,62,0,0,0,66,52,36,13,0,4,52,20,3,52,7,.234,222,.317,.347,.664,2,5,.714,4,924,,77,,,0,0,,1.27,0,,3.65,56.2,0,5,1,5,19,4,23,1.27,249,170,62,0,0,604,.650,7,0,0,1,.000,16.31,7,2.60,8.26,3.18,8.26,5.72,0.64,34,8,,
681806,Andrew Wantz,39,1,3,2,0,5,1.000,0.13,0.98,46.2,39,0,0,0,30,58,18,4,0,8,45,18,0,34,2,.205,166,.289,.373,.662,2,2,.500,5,771,,62,,,0,1,,0.52,0,,3.28,46.2,2,1,0,1,6,1,17,1.11,187,140,39,0,0,483,.630,2,1,1,0,.667,16.52,7,2.50,8.68,3.47,6.56,3.47,1.54,17,3,,
605151,Archie Bradley,21,0,0,0,0,0,.000,0.00,0.00,18.2,21,0,0,0,28,11,13,3,0,1,15,7,1,17,0,.239,71,.308,.324,.632,0,4,1.000,3,305,,23,,,0,0,,2.55,0,,4.82,18.2,0,1,2,4,4,2,10,1.29,78,56,21,0,0,193,.630,0,0,1,0,.000,16.34,6,2.14,7.23,3.38,8.20,6.27,0.48,16,5,,
642545,Jaime Barria,33,1,10,3,0,13,1.000,0.39,1.54,76.2,33,1,0,0,80,90,29,12,3,11,53,19,0,62,3,.221,281,.276,.402,.678,0,2,1.000,10,1098,,113,,,3,1,,0.89,0,,2.70,76.2,2,3,0,3,5,3,23,1.06,307,230,33,0,0,734,.670,3,0,3,1,.400,14.32,20,2.79,6.22,2.23,7.28,3.40,1.29,17,7,,
623474,Jimmy Herget,47,1,6,5,0,11,1.000,0.23,1.50,66.2,47,0,0,0,59,73,18,15,0,4,61,15,3,45,3,.191,235,.248,.306,.554,0,6,1.000,5,966,,72,,,2,1,,0.81,0,,2.30,66.2,2,1,8,11,6,3,17,0.90,256,200,47,0,0,639,.660,3,0,0,0,.667,14.49,12,4.07,8.24,2.03,6.08,2.43,0.54,26,9,,
666176,Jo Adell,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,46,49,19,11,1,7,95,10,0,54,3,.222,243,.261,.362,.623,2,4,.667,6,1071,258,88,23,120,0,1,.331,0.94,1,34.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650671,Jose Quijada,40,0,3,0,1,4,.750,0.08,0.71,38.2,40,0,0,1,21,45,17,10,0,5,49,19,4,24,2,.174,138,.281,.355,.636,1,1,.500,1,648,,49,,,0,1,,0.47,0,,3.72,38.2,0,5,3,5,10,2,16,1.11,160,116,40,0,0,420,.650,2,0,1,0,.000,16.76,11,2.58,11.41,4.42,5.59,3.96,1.16,27,4,,
660761,Jose Suarez,21,19,4,2,1,7,.857,0.29,0.53,102.0,21,0,0,1,91,113,47,24,1,13,97,33,2,101,4,.253,400,.315,.415,.730,2,1,.333,3,1693,,166,,,1,1,,0.81,0,,4.06,102.0,7,8,0,0,0,0,46,1.31,439,306,21,0,0,1117,.660,4,0,1,1,.467,16.60,0,2.94,8.56,2.91,8.91,4.15,1.15,1,0,,
435559,Kurt Suzuki,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,31,56,10,4,0,4,29,15,0,24,1,.175,137,.258,.292,.550,7,35,.833,3,578,156,40,14,54,1,2,.189,0.55,1,34.25,,,,,,,,,,,,,,,,,,,,14,0,,,,,,,,,,,,2,4.19
670869,Livan Soto,11,9,24,13,2,39,.949,3.36,3.92,85.0,11,7,0,1,5,7,5,2,1,1,10,2,0,11,0,.344,32,.371,.563,.934,0,1,1.000,0,129,35,18,5,10,0,1,.455,0.71,0,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,4,0,0,0,0,0,.000,0.00,0.00,5.1,4,0,0,0,136,126,43,22,4,15,74,15,0,125,4,.272,460,.301,.435,.736,2,6,.750,9,1704,480,200,50,199,1,0,.296,1.08,0,30.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622110,Matt Duffy,41,37,62,30,3,95,.968,2.24,2.54,326.2,41,9,0,3,58,51,13,7,0,2,49,16,0,53,2,.251,211,.310,.313,.623,0,0,.---,4,868,229,66,15,73,0,0,.319,1.14,0,105.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642136,Matt Thaiss,3,0,3,2,0,5,1.000,1.67,11.25,4.0,3,1,0,0,16,9,7,0,0,2,23,8,0,14,0,.230,61,.314,.328,.642,3,5,.625,1,286,70,20,7,26,0,1,.324,1.78,0,30.50,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,0,5.00
545358,Max Stassi,99,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,87,70,31,12,1,8,110,38,0,59,1,.182,325,.268,.298,.566,0,0,.---,12,1405,365,97,29,142,0,1,.245,1.24,0,40.62,,,,,,,,,,,,,,,,,,,,32,0,,,,,,,,,,,,8,3.66
547179,Michael Lorenzen,17,17,9,8,1,18,.944,1.00,1.68,91.2,17,1,0,1,109,77,48,18,0,11,78,41,0,78,4,.229,341,.318,.378,.696,1,3,.750,13,1559,,129,,,0,1,,1.42,0,,4.52,91.2,8,6,0,0,0,0,46,1.30,387,275,17,0,0,961,.620,4,0,3,0,.571,17.01,0,1.90,7.66,4.03,7.66,4.71,1.08,0,0,,
