,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
608324,Alex Bregman,128,108,169,81,34,0,20,69,73,1,122,7,.265,460,.369,.470,.839,1,1,.500,17,2097,548,216,78,212,0,8,.269,0.64,0,23.00,127,212,123,6,341,.982,2.62,2.67,1129.1,128,33,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656232,Brandon Bielak,5,13,11,5,1,0,2,12,4,0,11,3,.234,47,.333,.383,.716,0,0,.---,1,226,,18,,,0,0,,1.18,0,,0,0,0,0,0,.000,0.00,0.00,12.1,5,0,0,0,3.65,12.1,0,0,0,0,1,0,5,1.22,54,37,5,0,0,139,.620,3,0,1,0,.---,18.32,2,3.00,8.76,2.92,8.03,3.65,1.46,1,0,,
650556,Bryan Abreu,44,38,35,14,7,0,1,73,21,0,36,4,.199,181,.295,.254,.549,1,3,.750,5,857,,46,,,0,1,,1.09,0,,0,6,1,0,7,1.000,0.16,1.26,50.2,44,0,0,0,1.95,50.2,4,0,2,2,5,0,11,1.13,207,152,44,0,0,532,.620,4,0,7,0,1.000,16.91,15,3.48,12.97,3.73,6.39,2.49,0.18,19,8,,
676801,Chas McCormick,1,69,71,38,11,2,12,84,37,0,70,1,.239,293,.325,.413,.738,2,2,.500,5,1280,332,121,37,114,0,1,.293,0.97,0,24.42,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543877,Christian Vazquez,1,17,16,5,0,0,0,7,3,0,16,0,.286,56,.322,.286,.608,3,9,.750,1,227,59,16,5,20,0,0,.327,1.06,0,-.--,0,0,1,0,1,1.000,1.00,9.00,1.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,0,3.23
664299,Cristian Javier,25,52,147,41,18,1,16,157,44,0,79,6,.182,433,.267,.339,.606,2,8,.800,3,2107,,147,,,1,1,,0.35,0,,20,1,2,0,3,1.000,0.12,0.23,120.1,25,0,0,0,3.07,120.1,8,9,0,0,1,0,41,1.02,485,361,25,0,0,1324,.630,6,1,5,0,.471,17.51,0,3.57,11.74,3.29,5.91,3.07,1.20,0,0,,
682073,David Hensley,3,4,1,3,2,0,0,5,1,0,6,0,.375,16,.412,.500,.912,0,0,.---,1,62,17,8,2,8,0,0,.545,4.00,0,-.--,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664285,Framber Valdez,25,236,85,52,19,1,9,150,56,0,127,11,.214,594,.293,.295,.588,0,5,1.000,22,2433,,175,,,2,2,,2.78,0,,25,20,5,1,26,.962,1.00,1.37,164.0,25,0,0,1,2.63,164.0,14,4,0,0,0,0,48,1.12,665,492,25,2,0,1569,.640,11,1,7,0,.778,14.84,0,2.68,8.23,3.07,6.97,2.85,0.49,0,0,,
593576,Hector Neris,60,35,63,22,12,1,2,68,15,0,39,6,.190,205,.265,.288,.553,1,3,.750,4,871,,59,,,0,0,,0.56,0,,0,2,1,0,3,1.000,0.05,0.47,57.1,60,1,0,0,3.30,57.1,4,4,3,6,24,3,21,0.94,226,172,60,0,0,576,.660,6,1,5,0,.500,15.19,22,4.53,10.67,2.35,6.12,3.45,0.31,6,1,,
656695,J.J. Matijevic,10,16,11,7,2,0,2,23,2,0,13,2,.206,63,.254,.333,.587,0,1,1.000,1,255,67,21,5,31,0,0,.289,1.45,0,31.50,7,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665161,Jeremy Pena,109,116,94,54,17,1,16,114,19,0,105,5,.248,424,.285,.406,.691,2,7,.778,3,1623,455,172,46,162,0,5,.298,1.23,2,26.50,108,295,125,14,434,.968,3.85,3.94,959.0,109,56,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,2,111,129,79,33,0,23,75,53,1,129,8,.291,443,.376,.521,.897,1,14,.933,12,1936,505,231,51,114,0,1,.306,0.86,0,19.26,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,25,117,195,59,30,0,23,117,32,0,132,6,.237,556,.284,.415,.699,3,7,.700,8,2321,,231,,,0,5,,0.60,0,,25,10,4,0,14,1.000,0.56,0.86,146.0,25,1,0,0,3.51,146.0,13,5,0,0,0,0,57,1.12,599,438,25,0,0,1577,.680,6,0,5,0,.722,15.90,0,3.66,7.21,1.97,8.14,3.64,1.42,0,0,,
663656,Kyle Tucker,3,103,153,58,24,1,23,79,52,3,116,0,.258,449,.334,.470,.804,2,20,.909,8,1899,506,211,86,198,0,2,.266,0.67,3,19.52,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,4,22,19,5,4,0,1,20,14,0,19,0,.241,79,.351,.329,.680,1,1,.500,3,359,,26,,,0,1,,1.16,0,,4,1,1,0,2,1.000,0.50,0.86,21.2,4,0,0,0,2.08,21.2,2,1,0,0,0,0,5,1.52,94,65,4,0,0,211,.590,0,0,0,0,.667,16.57,0,1.43,8.31,5.82,7.89,2.08,0.42,0,0,,
671277,Luis Garcia,59,80,54,22,16,2,6,59,5,0,79,1,.295,268,.307,.437,.744,4,2,.333,4,968,278,117,31,122,1,3,.354,1.48,0,44.67,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,96,74,71,31,12,0,12,101,20,0,52,6,.177,293,.243,.341,.584,12,31,.721,5,1279,324,100,38,148,3,2,.220,1.04,0,24.42,93,36,842,1,879,.999,9.15,9.78,808.2,96,3,0,1,,,,,,,,,,,,,,,,,,,,26,1,,,,,,,,,,,,8,2.99
643289,Mauricio Dubon,1,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,56,47,53,30,7,1,8,55,20,2,49,7,.245,200,.330,.410,.740,1,1,.500,6,896,,82,,,1,3,,0.89,0,,0,5,1,1,7,.857,0.11,1.02,53.1,56,1,0,1,4.05,53.1,0,2,0,2,13,2,24,1.29,231,160,56,0,0,572,.640,7,0,0,0,.000,16.80,6,2.75,9.28,3.38,8.27,5.06,1.35,23,5,,
606160,Rafael Montero,59,59,44,19,7,1,2,61,21,2,42,2,.205,205,.285,.278,.563,0,7,1.000,8,921,,57,,,1,0,,1.34,0,,0,4,2,1,7,.857,0.10,0.96,56.2,59,0,0,1,2.54,56.2,4,2,12,14,18,2,16,1.11,229,170,59,0,0,586,.640,2,0,1,0,.667,16.25,22,2.90,9.69,3.34,6.67,3.02,0.32,19,4,,
592773,Ryne Stanek,49,32,49,7,6,0,2,49,28,1,30,0,.190,158,.309,.266,.575,2,4,.667,4,737,,42,,,0,2,,0.65,0,,0,1,0,0,1,1.000,0.02,0.20,45.1,49,0,0,0,1.19,45.1,2,1,1,4,14,3,6,1.28,188,136,49,0,0,447,.610,0,0,4,0,.667,16.26,10,1.75,9.73,5.56,5.96,1.39,0.40,21,9,,
661527,Seth Martinez,26,30,40,10,2,0,3,33,13,1,24,1,.190,126,.271,.278,.549,1,1,.500,3,529,,35,,,1,0,,0.75,0,,0,5,1,0,6,1.000,0.23,1.54,35.0,26,1,0,0,2.31,35.0,0,1,0,0,3,0,9,1.06,141,105,26,0,0,348,.660,1,0,0,0,.000,15.11,7,2.54,8.49,3.34,6.17,2.57,0.77,13,1,,
641820,Trey Mancini,13,19,26,12,3,0,6,28,7,0,18,1,.200,90,.263,.433,.696,0,0,.---,1,386,99,39,17,41,0,1,.211,0.73,0,15.00,12,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,20,85,148,58,23,1,21,78,51,3,110,9,.264,417,.353,.475,.828,9,40,.816,8,1987,481,198,80,194,0,4,.276,0.57,0,19.86,19,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.72
670541,Yordan Alvarez,65,101,87,78,18,2,31,90,65,7,113,5,.294,385,.397,.592,.989,1,1,.500,12,1827,461,228,82,186,0,6,.304,1.16,0,12.42,65,0,0,0,0,.000,0.00,-.--,0.0,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,1,118,169,47,35,0,7,62,28,0,109,6,.240,455,.291,.363,.654,0,8,1.000,13,1799,492,165,41,220,0,3,.262,0.70,0,65.00,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
