,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
656464,Kevin Ginkel,29,0,29,24,14,7,0,1,29,11,0,26,1,.243,107,.317,.336,.653,0,1,1.000,5,465,3.49,28.1,1,1,0,2,5,2,11,1.31,120,85,29,0,0,304,.650,1,0,1,0,36,1.21,.500,16.41,2,2.64,9.21,3.49,8.26,4.45,0.32,14,5,0,0,1,4,1,0,5,1.000,0.17,1.61,28.1,29,0,0,0,,,,,,,
518516,Madison Bumgarner,30,30,148,201,97,50,3,25,112,49,0,179,9,.281,637,.340,.487,.827,5,15,.750,14,2715,4.88,158.2,7,15,0,0,0,0,86,1.44,698,476,30,0,0,1752,.650,9,0,2,2,310,0.74,.318,17.11,0,2.29,6.35,2.78,10.15,5.50,1.42,0,0,0,1,2,11,2,0,13,1.000,0.43,0.74,158.2,30,3,0,0,,,,,,,
453343,Mark Melancon,62,0,62,65,37,10,0,5,35,21,2,63,1,.281,224,.346,.393,.739,1,3,.750,5,886,4.66,56.0,3,10,18,21,1,3,29,1.50,247,168,62,0,0,559,.630,1,0,6,0,88,0.95,.231,15.82,48,1.67,5.63,3.38,10.13,5.95,0.80,3,1,0,1,0,6,5,0,11,1.000,0.18,1.77,56.0,62,2,0,0,,,0,0,0,.---,-.--
518876,Merrill Kelly,32,32,194,194,76,39,2,21,170,59,2,163,2,.227,719,.287,.374,.661,3,14,.824,14,2988,3.43,194.1,13,8,0,0,0,0,74,1.14,782,583,32,0,0,1954,.650,2,1,4,4,269,1.00,.619,15.38,0,2.88,7.87,2.73,7.55,3.52,0.97,0,0,0,1,1,19,15,1,35,.971,1.06,1.58,194.1,32,2,0,1,,,,,,,
656976,Pavin Smith,74,17,59,68,23,8,0,9,66,28,1,51,1,.212,241,.293,.357,.650,0,1,1.000,2,1098,,,,,,,,,,,,,,,,,,,,,,86,0.87,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,,,273,33,105,.249,26.78
606625,Reyes Moronta,22,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,0,-.--,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,,,0,0,0,.---,-.--
664092,Sean Poppen,28,0,23,34,14,6,1,4,22,12,3,26,1,.260,100,.333,.460,.793,1,1,.500,2,430,4.13,28.1,1,2,0,1,4,1,13,1.34,118,85,28,0,0,274,.640,1,0,2,1,46,0.68,.333,15.18,6,1.83,6.99,3.81,8.26,4.45,1.27,13,1,0,1,4,2,2,0,4,1.000,0.14,1.29,28.1,28,0,0,0,,,0,0,0,.---,-.--
642727,Sergio Alcantara,22,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,38,3,28,.167,-.--
656448,Stone Garrett,26,8,9,20,12,8,0,4,27,3,0,21,1,.276,76,.309,.539,.848,1,3,.750,1,312,,,,,,,,,,,,,,,,,,,,,,41,0.45,,,,,,,,,,,,3,0,1,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,84,10,26,.370,19.00
642203,Taylor Widener,14,0,11,27,8,4,0,2,14,5,1,22,3,.297,74,.366,.432,.798,0,2,1.000,0,329,3.63,17.1,0,1,0,1,1,1,7,1.56,82,52,14,0,0,223,.680,3,0,0,0,32,0.41,.000,18.98,4,2.80,7.27,2.60,11.42,4.15,1.04,7,4,0,0,0,0,1,0,1,1.000,0.07,0.53,17.1,14,0,0,0,,,,,,,
674072,Tommy Henry,9,9,47,51,28,8,0,10,36,21,1,47,3,.263,179,.348,.475,.823,0,2,1.000,5,773,5.36,47.0,3,4,0,0,0,0,28,1.45,205,141,9,0,0,493,.640,3,0,3,0,85,0.92,.429,16.45,0,1.71,6.89,4.02,9.00,5.36,1.91,0,0,0,1,1,1,1,0,2,1.000,0.22,0.38,47.0,9,0,0,0,,,,,,,
668678,Zac Gallen,31,31,173,169,56,32,1,15,192,47,0,121,12,.186,651,.252,.307,.559,3,6,.667,12,2935,2.54,184.0,12,4,0,0,0,0,52,0.91,714,552,31,0,0,1911,.650,12,0,5,0,200,1.02,.750,15.95,0,4.09,9.39,2.30,5.92,2.74,0.73,0,0,0,1,3,16,10,1,27,.963,0.84,1.27,184.0,31,3,0,1,,,,,,,
605200,Zach Davies,27,27,144,148,66,20,2,21,102,52,0,122,2,.241,507,.309,.412,.721,5,7,.583,10,2292,4.09,134.1,2,5,0,0,0,0,61,1.30,570,403,27,0,0,1385,.600,2,0,1,1,209,0.97,.286,17.06,0,1.96,6.83,3.48,8.17,4.42,1.41,0,0,0,1,8,16,17,1,34,.971,1.22,2.22,134.1,27,1,0,0,,,,,,,
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
676701,Alan Trejo,35,17,30,25,15,6,0,4,31,5,0,32,2,.271,118,.312,.424,.736,2,1,.333,3,494,,,,,,,,,,,,,,,,,,,,,,50,1.20,,,,,,,,,,,,0,0,0,55,20,4,79,.949,3.75,4.19,161.0,20,13,0,2,,,125,17,49,.337,29.50
517008,Alex Colome,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.74,47.0,2,7,4,7,7,3,30,1.68,215,141,53,0,0,482,.600,0,1,4,0,0,-.--,.222,17.09,13,1.45,6.13,4.21,10.91,6.89,0.96,0,0,0,0,0,5,3,0,8,1.000,0.15,1.53,47.0,53,0,0,0,,,0,0,0,.---,-.--
596295,Austin Gomber,32,16,134,122,79,26,5,19,91,33,1,134,2,.282,476,.328,.477,.805,4,8,.667,13,2013,5.62,121.2,5,7,0,0,0,0,76,1.37,516,365,32,0,0,1291,.640,2,0,4,2,227,1.10,.417,16.55,2,2.76,6.73,2.44,9.91,5.84,1.41,17,10,0,1,4,9,7,0,16,1.000,0.50,1.19,121.2,32,2,0,0,,,,,,,
663898,Brendan Rodgers,2,2,166,124,72,30,3,13,99,46,0,140,2,.267,524,.326,.410,.736,0,0,.---,25,2100,,,,,,,,,,,,,,,,,,,,,,215,1.34,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,577,63,241,.305,40.31
661531,Brian Serven,1,0,1,1,0,0,0,0,0,1,0,0,0,.000,2,.333,.000,.333,10,41,.804,1,8,0.00,1.0,0,0,0,0,0,0,0,1.00,3,3,1,0,0,4,.500,0,0,21,0,0,1.00,.---,8.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,1,0,0,0,3,0,3,1.000,3.00,13.50,2.0,1,0,0,0,2,4.82,202,16,90,.235,30.67
543068,C.J. Cron,28,28,124,144,79,28,3,29,164,43,6,148,8,.257,575,.315,.468,.783,0,0,.---,16,2500,,,,,,,,,,,,,,,,,,,,,,269,0.86,,,,,,,,,,,,1,0,5,0,0,0,0,.000,0.00,-.--,0.0,28,0,0,0,,,632,102,268,.307,19.83
663385,Chad Smith,14,0,16,10,12,3,1,1,22,13,0,15,2,.242,62,.385,.371,.756,2,1,.333,0,306,6.48,16.2,0,0,0,1,0,1,12,1.68,78,50,14,0,0,170,.560,2,0,3,0,23,1.60,.---,18.36,2,1.69,11.88,7.02,8.10,6.48,0.54,14,9,0,0,1,0,0,1,1,.000,0.00,0.00,16.2,14,0,0,1,,,,,,,
453268,Daniel Bard,57,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,1.79,60.1,6,4,34,37,0,3,12,0.99,245,181,57,0,0,612,.640,3,0,3,0,0,-.--,.600,15.80,48,2.76,10.29,3.73,5.22,2.24,0.45,2,0,0,0,0,6,2,0,8,1.000,0.14,1.20,60.1,57,0,0,0,,,0,0,0,.---,-.--
659275,Dinelson Lamet,13,0,7,13,14,6,0,2,16,9,0,16,1,.320,50,.419,.560,.979,0,0,.---,0,236,9.49,12.1,0,1,0,0,1,0,13,2.03,62,37,13,0,0,143,.610,1,0,3,0,28,0.54,.000,19.14,3,1.78,11.68,6.57,11.68,10.22,1.46,13,7,0,0,2,1,0,0,1,1.000,0.08,0.75,12.1,13,0,0,0,,,,,,,
660707,Elehuris Montero,52,11,32,42,21,15,1,6,57,8,0,41,1,.238,172,.276,.442,.718,0,0,.---,4,663,,,,,,,,,,,,,,,,,,,,,,76,0.76,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,,,181,20,69,.321,28.67
553869,Elias Diaz,105,94,101,91,29,18,2,9,82,25,0,80,2,.228,351,.281,.368,.649,1,0,.000,8,1445,,,,,,,,,,,,,,,,,,,,41,4,129,1.11,,,,,,,,,,,,0,0,3,52,672,11,735,.985,6.96,7.82,833.1,104,3,0,9,3,5.16,381,51,180,.270,39.00
678662,Ezequiel Tovar,8,8,10,6,1,1,0,0,8,2,0,6,0,.200,30,.250,.233,.483,0,0,.---,0,115,,,,,,,,,,,,,,,,,,,,,,7,1.67,,,,,,,,,,,,0,0,0,19,12,0,31,1.000,3.88,3.99,70.0,8,2,0,0,,,32,1,21,.273,-.--
641658,Garrett Hampson,89,0,56,42,29,7,3,2,61,21,0,42,1,.214,196,.291,.311,.602,2,12,.857,3,875,,,,,,,,,,,,,,,,,,,,,,61,1.33,,,,,,,,,,,,0,3,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,223,15,87,.296,98.00
668970,Gavin Hollowell,5,0,3,6,7,1,0,1,7,4,0,7,0,.318,22,.407,.500,.907,0,0,.---,0,118,10.13,5.1,0,2,0,0,0,0,6,2.06,27,16,5,0,0,69,.580,0,0,0,0,11,0.50,.000,22.13,3,1.75,11.81,6.75,11.81,11.81,1.69,5,1,0,0,1,0,0,0,0,.000,0.00,0.00,5.1,5,0,0,0,,,,,,,
608566,German Marquez,31,31,212,165,109,45,5,30,150,63,0,185,4,.263,704,.324,.469,.793,2,10,.833,21,2839,5.00,181.2,9,13,0,0,0,0,101,1.37,779,545,31,0,0,1851,.650,4,2,8,2,330,1.28,.409,15.63,0,2.38,7.43,3.12,9.17,5.40,1.49,0,0,0,1,7,15,6,2,23,.913,0.68,1.04,181.2,31,1,0,2,,,,,,,
656234,Jake Bird,38,0,61,36,29,6,2,7,42,23,3,45,4,.249,181,.343,.420,.763,0,4,1.000,5,745,4.91,47.2,2,4,0,1,5,1,26,1.43,211,143,38,0,0,446,.600,4,0,4,0,76,1.69,.333,15.63,11,1.83,7.93,4.34,8.50,5.48,1.32,16,6,0,1,2,5,2,0,7,1.000,0.18,1.34,47.2,38,0,0,0,,,,,,,
578428,Jose Iglesias,118,2,146,112,48,30,0,3,56,17,0,128,8,.292,439,.328,.380,.708,3,2,.400,11,1738,,,,,,,,,,,,,,,,,,,,,,167,1.30,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,467,47,179,.326,146.33
570632,Jose Urena,4,0,11,10,5,1,0,1,3,5,0,7,0,.241,29,.333,.379,.712,0,0,.---,0,121,3.52,7.2,0,0,0,0,0,0,3,1.57,36,23,4,0,0,74,.610,0,0,1,0,11,1.10,.---,15.78,1,0.60,3.52,5.87,8.22,5.87,1.17,4,3,0,0,2,0,0,0,0,.000,0.00,0.00,7.2,4,0,0,0,,,,,,,
664875,Justin Lawrence,38,0,47,29,27,9,1,3,48,22,0,44,1,.265,166,.351,.386,.737,1,3,.750,3,763,5.70,42.2,3,1,1,3,7,2,27,1.55,191,128,38,0,0,481,.630,1,0,1,0,64,1.62,.750,17.88,11,2.18,10.13,4.64,9.28,5.70,0.63,28,7,0,0,2,11,0,0,11,1.000,0.29,2.36,42.2,38,1,0,0,,,,,,,
607536,Kyle Freeland,31,31,183,190,96,47,8,19,131,53,0,193,16,.281,687,.342,.456,.798,6,15,.714,19,2839,4.53,174.2,9,11,0,0,0,0,88,1.41,766,524,31,0,0,1793,.630,16,0,4,1,313,0.96,.450,16.25,0,2.47,6.75,2.73,9.94,4.95,0.98,0,0,0,1,9,14,2,0,16,1.000,0.52,0.83,174.2,31,0,0,0,,,,,,,
669911,Michael Toglia,17,17,22,21,10,8,2,2,40,9,0,24,0,.224,107,.284,.393,.677,1,1,.500,2,459,,,,,,,,,,,,,,,,,,,,,,42,1.05,,,,,,,,,,,,0,0,0,1,20,0,21,1.000,1.24,1.32,143.0,17,0,0,0,,,116,12,41,.338,53.50
545341,Randal Grichuk,1,1,132,116,60,21,3,19,126,24,0,130,6,.259,502,.300,.426,.726,0,4,1.000,12,1963,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,.600,0,0,0,0,214,1.14,.---,10.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,534,73,216,.309,26.42
663372,Ryan Feltner,20,19,99,102,65,18,4,16,84,35,0,102,5,.266,383,.333,.460,.793,1,10,.909,5,1675,5.83,97.1,4,9,0,0,0,0,63,1.41,428,292,20,0,0,1053,.630,5,0,4,0,176,0.97,.308,17.21,0,2.40,7.77,3.24,9.43,6.01,1.48,3,0,1,0,4,7,8,0,15,1.000,0.75,1.39,97.1,20,0,0,0,,,,,,,
641857,Ryan McMahon,1,1,126,116,67,23,3,20,157,59,0,130,5,.247,526,.327,.416,.743,3,7,.700,7,2542,,,,,,,,,,,,,,,,,,,,,,219,1.09,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,593,67,224,.313,26.30
656248,Sean Bouchard,26,24,12,16,9,6,0,3,23,20,0,22,0,.306,72,.452,.514,.966,0,0,.---,1,398,,,,,,,,,,,,,,,,,,,,,,37,0.75,,,,,,,,,,,,0,0,1,0,51,0,51,1.000,2.04,2.19,210.1,25,0,0,0,,,93,11,31,.404,24.00
621389,Ty Blach,23,1,50,48,29,14,2,4,28,11,2,50,2,.292,171,.335,.468,.803,0,0,.---,3,661,6.02,43.1,1,0,1,2,0,1,29,1.41,189,130,23,0,0,453,.690,2,0,1,0,80,1.04,1.000,15.25,9,2.55,5.82,2.28,10.38,6.02,0.83,14,4,0,1,4,3,5,0,8,1.000,0.35,1.67,43.1,23,0,0,0,,,,,,,
602074,Yonathan Daza,113,0,138,70,56,21,2,2,58,26,0,112,4,.301,372,.349,.384,.733,3,0,.000,12,1536,,,,,,,,,,,,,,,,,,,,,,143,1.97,,,,,,,,,,,,0,1,5,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,,,408,34,140,.347,186.00
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
621345,A.J. Minter,75,0,45,65,21,12,0,5,94,15,0,49,3,.198,248,.249,.306,.555,3,7,.700,4,1111,2.06,70.0,5,4,5,9,34,4,16,0.91,271,210,75,0,0,743,.670,3,0,3,2,76,0.69,.556,15.87,13,6.27,12.09,1.93,6.30,2.70,0.64,23,6,0,2,3,4,2,0,6,1.000,0.08,0.77,70.0,75,0,0,0,,,,,,,
663586,Austin Riley,159,157,136,147,90,39,2,38,168,57,1,168,17,.273,615,.349,.528,.877,0,2,1.000,13,2641,,,,,,,,,,,,,,,,,,,,,,325,0.93,,,,,,,,,,,,0,0,4,283,97,14,394,.964,2.39,2.43,1408.0,159,20,0,5,,,693,93,269,.315,16.18
693821,Bryce Elder,10,9,62,48,19,10,0,4,47,23,1,44,3,.222,198,.310,.333,.643,1,6,.857,5,873,3.17,54.0,2,4,0,0,0,0,19,1.24,227,162,10,1,1,538,.620,3,0,0,0,66,1.29,.333,16.17,1,2.04,7.83,3.83,7.33,3.17,0.67,2,0,0,1,2,4,3,0,7,1.000,0.70,1.17,54.0,10,1,0,0,,,,,,,
450203,Charlie Morton,31,31,140,153,85,26,2,28,205,63,0,149,18,.233,640,.316,.411,.727,2,10,.833,14,2903,4.34,172.0,9,6,0,0,0,0,83,1.23,728,516,31,0,0,1854,.640,18,0,4,3,263,0.92,.600,16.88,0,3.25,10.73,3.30,7.80,4.45,1.47,0,0,0,1,6,15,7,2,24,.917,0.71,1.15,172.0,31,2,0,2,,,,,,,
543521,Collin McHugh,58,0,58,69,20,9,0,5,75,14,1,51,5,.203,251,.257,.299,.556,0,1,1.000,6,1086,2.60,69.1,3,2,0,5,17,5,20,0.94,272,208,58,0,0,718,.660,5,0,3,0,75,0.84,.600,15.66,3,5.36,9.74,1.82,6.62,2.60,0.65,38,10,0,0,2,3,5,0,8,1.000,0.14,1.04,69.1,58,1,0,0,,,,,,,
621020,Dansby Swanson,161,161,122,162,99,32,1,25,182,49,0,177,3,.277,639,.329,.448,.777,7,18,.720,12,2750,,,,,,,,,,,,,,,,,,,,,,286,0.75,,,,,,,,,,,,0,0,4,391,193,8,592,.986,3.63,3.67,1433.0,161,77,0,5,,,695,96,222,.349,25.56
571670,Dylan Lee,55,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.06,53.0,1,3,9,13,6,4,18,1.15,216,159,55,0,0,567,.680,0,0,1,0,0,-.--,.250,15.83,22,3.36,7.98,2.38,7.98,3.91,0.68,10,3,0,0,0,4,0,0,4,1.000,0.07,0.68,53.0,55,0,0,0,,,0,0,0,.---,-.--
592696,Eddie Rosario,9,7,61,70,27,12,1,5,65,17,0,52,0,.212,245,.260,.331,.591,0,3,1.000,3,983,,,,,,,,,,,,,,,,,,,,,,81,0.87,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,265,23,87,.264,49.00
501303,Ehire Adrianza,1,0,0,2,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,12,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,5,.420,0,0,0,0,0,0.00,.---,12.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,11,0,3,.167,-.--
628338,Guillermo Heredia,6,0,12,19,11,2,1,3,31,6,0,9,0,.127,71,.195,.310,.505,0,0,.---,1,321,,,,,,,,,,,,,,,,,,,,,,22,0.63,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,,,77,6,35,.162,23.67
623451,Jackson Stephens,38,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.38,50.2,3,3,2,3,2,1,19,1.28,220,152,38,0,0,584,.660,3,0,1,0,0,-.--,.500,17.53,24,2.24,8.35,3.73,7.82,5.15,0.53,6,2,0,0,0,8,3,0,11,1.000,0.29,1.98,50.2,38,0,0,0,,,0,0,0,.---,-.--
543606,Jake Odorizzi,10,10,35,60,29,6,1,9,40,18,1,54,1,.290,186,.351,.478,.829,2,3,.600,3,850,5.24,46.1,2,3,0,0,0,0,27,1.55,208,139,10,0,0,523,.620,1,0,0,0,89,0.58,.400,18.35,0,2.22,7.77,3.50,10.49,5.63,1.75,0,0,0,0,3,5,3,1,9,.889,0.80,1.57,46.1,10,1,0,1,,,,,,,
445926,Jesse Chavez,45,1,47,46,14,7,1,5,60,13,0,46,1,.234,197,.283,.355,.638,1,2,.667,3,867,2.05,52.2,3,2,0,1,10,1,12,1.12,213,158,45,0,0,594,.690,1,1,2,0,70,1.02,.600,16.46,8,4.62,10.25,2.22,7.86,2.39,0.85,27,9,0,1,1,5,2,0,7,1.000,0.16,1.21,52.2,45,0,0,0,,,,,,,
445276,Kenley Jansen,65,0,34,72,25,6,3,8,85,22,3,45,2,.192,234,.265,.346,.611,2,10,.833,0,1006,3.38,64.0,5,2,41,48,0,7,24,1.05,260,192,65,0,0,694,.690,2,1,1,0,81,0.47,.714,15.72,54,3.86,11.95,3.09,6.33,3.52,1.13,4,3,0,0,2,3,1,0,4,1.000,0.06,0.56,64.0,65,0,0,0,,,,,,,
657140,Kyle Wright,30,30,224,121,67,21,1,19,174,53,0,156,9,.232,672,.296,.351,.647,2,3,.600,25,2697,3.19,180.1,21,5,0,0,0,0,64,1.16,738,541,30,0,0,1797,.670,9,0,7,1,236,1.85,.808,14.96,0,3.28,8.68,2.65,7.79,3.34,0.95,0,0,1,0,3,23,23,0,46,1.000,1.53,2.30,180.1,30,1,0,0,,,,,,,
542303,Marcell Ozuna,71,71,106,139,55,18,0,22,121,31,0,103,2,.222,465,.271,.402,.673,1,2,.667,12,1999,,,,,,,,,,,,,,,,,,,,,,187,0.76,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,71,0,0,0,,,502,53,209,.248,21.14
621566,Matt Olson,161,160,139,161,84,43,0,33,169,75,6,146,4,.239,611,.324,.471,.795,0,0,.---,13,2877,,,,,,,,,,,,,,,,,,,,,,288,0.86,,,,,,,,,,,,0,0,4,100,1202,8,1310,.994,8.09,8.18,1433.0,161,102,0,0,,,694,101,263,.274,18.52
608331,Max Fried,30,30,213,158,55,25,2,12,170,32,2,156,4,.225,692,.262,.319,.581,4,3,.429,15,2818,2.48,185.1,14,7,0,0,0,0,51,1.01,733,556,30,0,0,1836,.650,4,0,9,3,221,1.35,.667,15.21,0,5.31,8.26,1.55,7.58,2.67,0.58,0,0,0,0,5,26,15,1,42,.976,1.37,1.99,185.1,30,0,0,0,,,,,,,
671739,Harris II,114,114,122,63,75,27,3,19,107,21,0,123,5,.297,414,.339,.514,.853,2,20,.909,7,1655,,,,,,,,,,,,,,,,,,,,,,213,1.94,,,,,,,,,,,,0,1,0,3,252,2,257,.992,2.24,2.25,1021.0,114,0,0,0,,,441,64,144,.361,21.79
606115,Orlando Arcia,1,0,0,3,0,0,0,0,0,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,10,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.600,0,0,0,0,0,0.00,.---,10.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,,,229,30,84,.286,22.67
628452,Raisel Iglesias,28,0,21,26,2,3,0,0,30,5,0,17,1,.185,92,.232,.217,.449,0,0,.---,2,411,0.34,26.1,0,0,1,2,15,1,1,0.84,100,79,28,0,0,276,.670,1,0,0,0,20,0.81,.---,15.61,7,6.00,10.25,1.71,5.81,0.68,0.00,4,1,0,1,1,2,2,0,4,1.000,0.14,1.38,26.1,28,0,0,0,,,,,,,
543257,Robbie Grossman,1,1,24,45,15,4,0,5,38,17,0,28,0,.209,134,.296,.351,.647,1,3,.750,1,604,,,,,,,,,,,,,,,,,,,,,,47,0.53,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,152,22,65,.250,26.80
660670,Acuna Jr.,27,27,120,100,71,24,0,15,126,53,4,124,10,.266,467,.351,.413,.764,11,29,.725,8,2162,,,,,,,,,,,,,,,,,,,,,,193,1.20,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,,,533,50,147,.331,31.13
611093,Silvino Bracho,2,0,2,3,0,0,0,0,1,0,0,0,1,.000,6,.143,.000,.143,0,0,.---,0,21,0.00,2.0,0,0,0,0,0,0,0,0.00,7,6,2,0,0,14,.670,1,0,0,0,0,0.67,.---,10.50,2,-.--,4.50,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,2.0,2,0,0,0,,,,,,,
518595,Travis d'Arnaud,5,5,105,95,61,25,1,18,90,19,0,106,11,.268,396,.319,.472,.791,15,44,.746,12,1633,,,,,,,,,,,,,,,,,,,,28,0,187,1.11,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,3,3.35,426,60,145,.306,22.00
554431,Tyler Matzek,41,0,32,54,19,7,0,3,36,27,2,24,2,.168,143,.303,.280,.583,1,2,.667,2,682,3.24,41.2,4,2,1,1,8,0,15,1.22,175,125,41,0,0,420,.620,2,0,6,0,40,0.59,.667,16.37,6,1.33,7.78,5.83,5.18,4.10,0.65,20,2,0,0,3,3,0,0,3,1.000,0.07,0.66,41.2,41,1,0,0,,,,,,,
687093,Vaughn Grissom,40,0,33,33,23,5,0,5,32,11,1,40,2,.290,138,.351,.435,.786,2,5,.714,0,564,,,,,,,,,,,,,,,,,,,,,,60,1.00,,,,,,,,,,,,0,0,0,1,0,0,1,1.000,1.00,4.50,2.0,1,0,0,0,,,151,17,64,.347,27.60
661388,William Contreras,34,31,85,53,48,13,1,20,104,37,1,91,1,.275,331,.348,.502,.850,6,35,.854,5,1523,,,,,,,,,,,,,,,,,,,,22,1,166,1.60,,,,,,,,,,,,1,0,2,0,0,0,0,.000,0.00,-.--,0.0,34,0,0,0,3,3.37,371,45,137,.340,16.55
676265,,16,9,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,,,,,,,
493603,Adam Ottavino,66,0,59,51,15,6,2,6,79,16,2,48,5,.204,235,.267,.323,.590,3,19,.864,8,1057,2.06,65.2,6,3,3,6,19,3,15,0.97,258,197,66,0,0,680,.640,5,0,7,1,76,1.16,.667,16.10,19,4.94,10.83,2.19,6.58,2.06,0.82,38,14,0,0,2,6,3,3,12,.750,0.14,1.25,65.2,66,0,0,1,,,,,,,
607043,Brandon Nimmo,151,148,167,144,102,30,7,16,116,71,0,159,16,.274,580,.367,.433,.800,2,3,.600,9,2781,,,,,,,,,,,,,,,,,,,,,,251,1.16,,,,,,,,,,,,0,3,3,4,304,0,308,1.000,2.04,2.16,1282.1,151,1,0,0,,,673,64,165,.317,36.25
