,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
605137,Josh Bell,50,29,0,0,0,0,.000,0.00,-.--,0.0,30,0,0,0,60,38,24,5,0,3,39,28,0,33,0,.194,170,.308,.276,.584,0,0,.---,2,858,,,,,,,,,,,,,,,,,,,,,,47,1.58,,,,,,,,,,,,1,0,0,199,13,91,.234,56.67,,
623352,Josh Hader,37,0,3,1,0,4,1.000,0.11,1.06,34.0,37,0,0,0,16,27,16,5,1,7,59,12,0,26,1,.203,128,.277,.422,.699,0,4,1.000,0,610,4.24,34.0,1,4,29,31,0,2,16,1.12,141,102,37,0,0,389,.640,1,0,2,0,54,0.59,.200,17.94,34,4.92,15.62,3.18,6.88,4.24,1.85,4,0,0,0,0,,,,,,,
665742,Juan Soto,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,50,51,31,8,1,6,32,43,1,41,1,.236,174,.390,.397,.787,0,0,.---,1,914,,,,,,,,,,,,,,,,,,,,,,69,0.98,,,,,,,,,,,,1,0,0,219,16,64,.257,29.00,,
595777,Jurickson Profar,6,6,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,157,177,81,35,2,15,99,72,0,138,4,.244,565,.332,.393,.725,1,5,.833,11,2744,,,,,,,,,,,,,,,,,,,,,,222,0.89,,,,,,,,,,,,0,3,3,647,58,210,.271,37.67,,
669134,Luis Campusano,5,3,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,12,10,4,1,0,1,8,1,0,12,0,.293,41,.302,.390,.692,0,6,1.000,2,134,,,,,,,,,,,,,,,,,,,,1,0,16,1.20,,,,,,,,,,,,0,0,1,43,5,15,.333,41.00,1,6.45
671277,Luis Garcia,59,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,111,67,29,22,2,7,79,11,1,96,1,.276,348,.297,.411,.708,4,3,.429,5,1281,,,,,,,,,,,,,,,,,,,,,,143,1.66,,,,,,,,,,,,0,1,4,365,45,145,.335,49.71,,
592518,Manny Machado,14,14,0,0,0,0,.000,0.00,-.--,0.0,14,0,0,0,119,151,99,36,1,32,132,63,10,168,1,.296,568,.366,.532,.898,1,9,.900,11,2344,,,,,,,,,,,,,,,,,,,,,,302,0.79,,,,,,,,,,,,0,0,2,634,101,252,.335,17.75,,
605182,Mike Clevinger,23,22,8,6,3,17,.824,0.61,1.11,114.1,23,0,0,3,93,154,56,16,1,20,91,35,0,102,10,.233,437,.304,.412,.716,1,13,.929,4,1931,4.33,114.1,7,7,0,0,0,0,55,1.20,485,343,23,0,0,1234,.640,10,0,3,0,180,0.60,.500,16.89,0,2.60,7.16,2.76,8.03,4.41,1.57,1,0,0,1,2,,,,,,,
607259,Nick Martinez,46,10,11,13,3,27,.889,0.52,2.06,105.1,46,2,0,2,116,96,44,19,0,15,92,41,0,95,4,.239,398,.315,.399,.714,1,6,.857,13,1707,3.50,105.1,4,4,8,9,8,1,41,1.29,444,316,46,0,0,1107,.650,4,0,4,1,159,1.21,.500,16.21,14,2.24,7.86,3.50,8.12,3.76,1.28,19,8,0,0,1,,,,,,,
572955,Pierce Johnson,14,0,1,1,0,2,1.000,0.14,1.38,13.1,14,0,0,0,12,8,7,2,0,0,19,8,0,12,0,.235,51,.339,.275,.614,0,2,1.000,1,259,4.73,13.1,1,2,0,1,6,1,7,1.50,59,40,14,0,0,159,.610,0,0,1,0,14,1.50,.333,19.43,1,2.38,12.83,5.40,8.10,4.72,0.00,1,0,0,0,0,,,,,,,
663158,Robert Suarez,44,0,1,3,0,4,1.000,0.09,0.78,46.2,44,0,0,0,36,39,13,6,0,4,59,21,0,29,4,.179,162,.289,.290,.579,2,1,.333,2,793,2.31,46.2,5,1,1,4,11,3,12,1.07,188,140,44,0,0,498,.630,4,1,2,0,47,0.92,.833,16.99,6,2.81,11.38,4.05,5.59,2.51,0.77,17,5,0,1,0,,,,,,,
640455,Sean Manaea,29,27,5,5,0,10,1.000,0.34,0.59,152.0,29,0,0,0,133,163,95,26,5,29,150,49,1,154,3,.260,593,.317,.467,.784,0,5,1.000,10,2416,5.15,152.0,7,9,0,0,0,0,87,1.34,652,456,29,0,0,1607,.670,3,0,0,0,277,0.82,.438,15.89,1,3.06,8.88,2.90,9.12,5.63,1.72,0,0,0,2,5,,,,,,,
621051,Steven Wilson,48,1,3,1,1,5,.800,0.08,0.71,51.0,48,0,0,1,25,72,18,7,0,7,52,18,0,34,2,.188,181,.267,.343,.610,0,2,1.000,2,835,2.82,51.0,4,2,1,3,5,2,16,1.02,203,153,48,0,0,531,.640,2,0,3,0,62,0.35,.667,16.37,7,2.89,9.18,3.18,6.00,3.18,1.24,24,13,0,1,1,,,,,,,
657612,Tim Hill,53,0,7,6,2,15,.867,0.25,2.54,46.2,53,0,0,2,66,41,16,6,1,1,25,11,1,42,2,.244,172,.294,.308,.602,0,0,.---,7,704,2.89,46.2,3,0,0,0,7,0,15,1.14,187,140,53,0,0,456,.650,2,0,1,0,53,1.61,1.000,15.09,20,2.27,4.82,2.12,8.10,3.09,0.19,29,8,0,0,2,,,,,,,
663757,Trent Grisham,148,121,3,332,2,337,.994,2.31,2.70,1116.0,145,1,0,0,112,113,57,15,2,17,144,57,1,80,7,.182,440,.285,.341,.626,1,6,.857,3,2163,,,,,,,,,,,,,,,,,,,,,,150,0.99,,,,,,,,,,,,0,7,2,513,53,197,.224,25.88,,
571976,Wil Myers,36,35,1,70,1,72,.986,1.97,2.09,306.2,36,1,0,1,3,8,3,0,0,3,0,0,0,4,1,.286,14,.313,.929,1.242,0,0,.---,0,43,7.36,3.2,0,0,0,0,0,0,3,1.09,16,11,4,0,0,32,.740,1,0,0,0,13,0.38,.---,11.73,4,-.--,0.00,0.00,9.82,7.36,7.36,2,1,0,0,1,274,36,133,.351,50.00,,
506433,Yu Darvish,30,30,5,15,1,21,.952,0.67,0.93,194.2,30,0,0,0,162,215,67,23,0,22,197,37,0,148,12,.207,715,.256,.331,.587,2,14,.875,10,2971,3.10,194.2,16,8,0,0,0,0,67,0.95,771,584,30,0,0,2016,.680,12,1,4,0,237,0.75,.667,15.26,0,5.32,9.11,1.71,6.84,3.10,1.02,0,0,0,1,6,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
502171,Alex Cobb,27,27,27,18,0,45,1.000,1.67,2.81,144.2,27,4,0,0,188,87,71,23,0,9,144,43,0,145,3,.259,560,.314,.348,.662,2,15,.882,12,2345,3.79,144.2,7,7,0,0,0,0,61,1.30,611,434,27,0,0,1500,.640,3,1,4,1,195,2.16,.500,16.21,0,3.35,8.96,2.68,9.02,4.42,0.56,0,0,1,1,3,,,,,,,
622065,Alex Young,22,1,1,2,0,3,1.000,0.14,1.17,23.0,22,1,0,0,30,18,10,5,1,0,17,11,0,23,1,.264,87,.350,.345,.695,0,1,1.000,6,382,2.35,23.0,1,1,0,1,5,1,6,1.48,100,69,22,0,0,244,.640,1,0,3,0,30,1.67,.500,16.61,1,1.55,6.65,4.30,9.00,3.91,0.00,19,5,0,0,1,,,,,,,
596103,Austin Slater,121,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,70,41,47,15,2,5,87,39,0,70,6,.263,266,.367,.391,.758,1,11,.917,9,1276,,,,,,,,,,,,,,,,,,,,,,104,1.71,,,,,,,,,,,,0,0,2,313,32,111,.369,53.20,,
642851,Austin Wynns,63,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,42,39,14,7,0,3,38,10,0,42,3,.264,159,.318,.365,.683,0,0,.---,9,696,13.50,2.0,0,0,0,0,0,0,3,2.00,10,6,2,0,0,13,.500,0,0,0,0,58,1.08,.---,13.00,2,0.00,0.00,4.50,13.50,13.50,4.50,0,0,0,1,1,174,21,77,.328,53.00,2,3.72
543063,Brandon Crawford,116,111,280,160,16,456,.965,3.86,4.15,954.0,114,62,0,11,112,101,48,15,2,9,95,38,3,92,8,.232,397,.309,.348,.657,1,1,.500,11,1682,,,,,,,,,,,,,,,,,,,,,,138,1.11,,,,,,,,,,,,0,0,3,446,49,197,.280,44.11,,
666808,Camilo Doval,67,0,8,7,1,16,.938,0.22,2.05,66.2,67,0,0,0,74,42,27,11,1,4,80,30,2,54,3,.220,245,.309,.322,.631,1,2,.667,2,1109,2.57,66.2,6,6,27,30,1,3,19,1.26,283,200,67,0,0,698,.630,3,0,4,0,79,1.76,.500,16.64,51,2.67,10.80,4.05,7.29,3.64,0.54,19,5,0,1,4,,,,,,,
607074,Carlos Rodon,31,31,9,3,0,12,1.000,0.39,0.61,178.0,31,0,0,0,107,179,59,31,1,12,237,52,0,131,3,.202,649,.263,.308,.571,2,18,.900,10,2985,2.88,178.0,14,8,0,0,0,0,57,1.03,710,534,31,1,0,1979,.660,3,0,10,2,200,0.60,.636,16.77,0,4.56,11.98,2.63,6.62,2.98,0.61,0,0,1,2,3,,,,,,,
681584,David Villar,48,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,27,32,19,6,1,7,57,18,0,30,4,.207,145,.310,.407,.717,1,0,.000,4,693,,,,,,,,,,,,,,,,,,,,,,59,0.84,,,,,,,,,,,,0,0,1,168,19,68,.280,20.71,,
446334,Evan Longoria,89,8,0,0,0,0,.000,0.00,-.--,0.0,17,0,0,0,49,71,31,13,0,14,81,27,2,65,2,.247,263,.319,.456,.775,0,0,.---,6,1172,,,,,,,,,,,,,,,,,,,,,,120,0.69,,,,,,,,,,,,0,0,3,295,42,118,.298,18.79,,
665154,Ford Proctor,5,5,9,2,0,11,1.000,2.20,2.48,40.0,5,1,0,0,7,3,1,0,0,1,3,1,0,2,0,.154,13,.188,.385,.573,0,0,.---,0,62,,,,,,,,,,,,,,,,,,,,,,5,2.33,,,,,,,,,,,,0,0,2,16,6,2,.091,13.00,,
605204,J.D. Davis,2,0,0,0,0,0,.000,0.00,0.00,2.0,2,0,0,0,20,18,19,8,0,8,50,17,1,35,2,.285,123,.380,.545,.925,0,0,.---,3,604,,,,,,,,,,,,,,,,,,,,,,67,1.11,,,,,,,,,,,,0,0,0,142,14,45,.415,15.38,,
606424,Jarlin Garcia,57,0,3,1,0,4,1.000,0.07,0.56,64.1,57,0,0,0,58,76,32,10,1,9,55,18,1,58,1,.238,244,.292,.398,.690,0,3,1.000,4,1000,3.50,64.1,1,4,1,3,4,2,25,1.18,266,193,57,0,0,652,.650,1,0,2,0,97,0.76,.200,15.54,13,3.06,7.69,2.52,8.11,4.48,1.26,26,7,0,2,1,,,,,,,
613564,Jason Vosler,1,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,23,20,13,6,1,4,29,9,1,26,1,.268,97,.333,.474,.807,1,1,.500,3,407,,,,,,,,,,,,,,,,,,,,,,46,1.15,,,,,,,,,,,,0,0,1,108,12,36,.338,24.25,,
605194,Jharel Cotton,25,0,2,1,0,3,1.000,0.12,0.77,35.0,25,0,0,0,23,49,13,5,0,7,31,16,0,23,2,.185,124,.285,.395,.680,1,2,.667,2,582,2.83,35.0,2,2,0,2,2,2,11,1.11,144,105,25,0,0,374,.640,2,0,2,0,49,0.47,.500,16.63,7,1.94,7.97,4.11,5.91,3.34,1.80,8,6,0,0,2,,,,,,,
592626,Joc Pederson,13,9,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,71,105,56,19,3,23,99,40,3,104,7,.277,375,.354,.528,.882,2,3,.600,5,1654,,,,,,,,,,,,,,,,,,,,,,198,0.68,,,,,,,,,,,,0,0,4,426,70,133,.315,16.30,,
663698,Joey Bart,94,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,48,42,33,6,0,11,106,25,0,54,4,.216,250,.297,.372,.669,1,2,.667,5,1110,,,,,,,,,,,,,,,,,,,,32,0,93,1.14,,,,,,,,,,,,0,0,0,279,23,112,.323,22.73,4,4.04
605154,John Brebbia,73,9,9,4,0,13,1.000,0.18,1.80,65.0,73,0,0,0,55,81,25,17,3,5,53,18,2,67,0,.266,252,.313,.417,.730,4,3,.429,2,1048,3.05,65.0,6,2,0,3,18,3,22,1.31,274,195,73,0,0,700,.670,0,0,0,0,105,0.68,.750,16.12,4,2.94,7.34,2.49,9.28,3.46,0.69,24,7,0,2,2,,,,,,,
664774,Wade Jr.,74,9,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,48,73,27,7,1,8,49,25,0,40,5,.193,207,.294,.353,.647,0,0,.---,0,950,,,,,,,,,,,,,,,,,,,,,,73,0.66,,,,,,,,,,,,0,2,1,240,25,84,.212,25.88,,
656814,Luis Ortiz,4,0,2,0,0,2,1.000,0.50,3.00,6.1,4,0,0,0,4,11,1,0,0,0,3,2,0,3,0,.143,21,.217,.143,.360,0,1,1.000,1,80,1.42,6.1,0,0,0,0,0,0,1,0.79,23,19,4,0,0,54,.680,0,0,0,0,3,0.36,.---,12.63,3,1.50,4.26,2.84,4.26,1.42,0.00,0,0,0,0,0,,,,,,,
573262,Mike Yastrzemski,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,99,143,72,30,2,17,135,60,0,101,5,.214,472,.306,.394,.700,1,5,.833,3,2294,,,,,,,,,,,,,,,,,,,,,,186,0.69,,,,,,,,,,,,0,1,5,543,55,212,.258,27.76,,
518397,Scott Alexander,17,4,5,2,0,7,1.000,0.41,3.71,17.1,17,1,0,0,34,6,2,2,0,1,10,1,0,12,0,.194,62,.206,.274,.480,0,0,.---,2,214,1.04,17.1,0,0,2,2,5,0,2,0.75,63,52,17,0,0,148,.690,0,0,0,0,17,5.67,.---,12.35,3,10.00,5.19,0.52,6.23,1.04,0.52,8,0,0,0,0,0,0,0,.---,-.--,,
663546,Sean Hjelle,7,0,2,1,2,5,.600,0.43,1.35,20.0,7,1,0,2,30,10,19,3,0,3,20,7,0,29,1,.326,89,.381,.461,.842,0,0,.---,4,398,7.20,20.0,1,2,0,0,1,0,16,1.80,97,60,7,0,0,257,.650,1,0,1,0,41,3.00,.333,19.90,0,2.86,9.00,3.15,13.05,8.55,1.35,1,0,0,0,0,,,,,,,
571946,Shelby Miller,2,0,0,0,0,0,.000,0.00,0.00,4.2,2,0,0,0,0,2,0,1,0,0,12,0,0,4,0,.222,18,.222,.278,.500,0,0,.---,0,80,0.00,4.2,0,0,0,0,1,0,0,0.86,18,14,2,0,0,57,.710,0,0,0,0,5,0.00,.---,17.14,0,-.--,23.14,0.00,7.71,0.00,0.00,0,0,0,0,0,,,,,,,
642731,Thairo Estrada,138,0,0,0,0,0,.000,0.00,0.00,2.0,1,0,0,0,159,113,70,23,2,14,87,32,0,126,13,.263,479,.323,.407,.730,6,21,.778,10,1909,,,,,,,,,,,,,,,,,,,,,,195,1.41,,,,,,,,,,,,0,1,5,530,62,209,.292,34.21,,
663378,Thomas Szapucki,9,0,1,0,0,1,1.000,0.11,0.82,11.2,9,0,0,0,7,14,3,5,0,2,16,4,0,12,0,.245,49,.302,.469,.771,1,2,.667,0,238,2.08,13.0,0,0,0,0,1,0,3,1.23,53,39,10,0,0,153,.640,0,0,1,1,23,0.50,.---,18.31,2,4.00,11.08,2.77,8.31,2.08,1.38,8,4,0,0,0,0,0,0,.---,-.--,,
643511,Tyler Rogers,66,0,19,5,1,25,.960,0.36,2.96,73.1,66,0,0,1,99,65,34,16,3,3,48,23,0,70,5,.250,280,.316,.361,.677,0,3,1.000,7,1142,3.68,73.1,3,4,0,1,15,1,30,1.27,311,220,66,0,0,749,.660,5,1,1,0,101,1.52,.429,15.57,8,2.09,5.89,2.82,8.59,4.17,0.37,10,6,1,0,2,,,,,,,
527038,Wilmer Flores,26,23,0,0,0,0,.000,0.00,-.--,0.0,26,0,0,0,108,193,71,28,1,19,98,57,1,119,10,.233,511,.318,.403,.721,0,0,.---,7,2352,,,,,,,,,,,,,,,,,,,,,,206,0.56,,,,,,,,,,,,0,0,7,585,71,187,.249,26.90,,
628708,Yunior Marte,38,0,7,0,0,7,1.000,0.18,1.37,46.0,38,1,0,0,51,40,32,8,1,5,42,22,0,47,6,.264,178,.361,.404,.765,1,1,.500,4,822,5.67,46.0,0,1,0,1,2,1,29,1.50,208,138,38,0,0,520,.630,6,0,3,0,72,1.28,.000,17.87,10,1.91,8.22,4.30,9.20,6.26,0.98,10,5,0,0,2,,,,,,,
676265,,15,8,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,,,,,,,
671083,Buddy Kennedy,30,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,18,26,10,2,2,1,23,8,0,18,1,.217,83,.287,.325,.612,0,0,.---,1,363,,,,,,,,,,,,,,,,,,,,,,27,0.69,,,,,,,,,,,,0,0,2,94,12,23,.279,83.00,,
592761,Caleb Smith,42,1,7,2,0,9,1.000,0.21,1.23,66.1,42,1,0,0,50,85,34,10,1,13,59,37,1,55,1,.222,248,.325,.427,.752,2,1,.333,4,1161,4.21,66.1,1,3,0,0,6,0,31,1.39,287,199,42,0,0,730,.630,1,0,1,1,106,0.59,.250,17.50,14,1.59,8.01,5.02,7.46,4.61,1.76,15,3,0,1,0,,,,,,,
608348,Carson Kelly,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,2,11,4,2,0,1,0,2,0,9,0,.409,22,.458,.636,1.094,12,44,.786,0,68,7.71,4.2,0,0,0,0,0,0,4,2.36,24,14,4,0,0,41,.600,0,0,20,1,14,0.18,.---,14.57,4,0.00,0.00,3.86,17.36,7.71,1.93,3,2,0,0,0,343,35,152,.251,43.71,3,3.85
572233,Christian Walker,11,11,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,137,174,83,24,2,36,128,68,2,136,8,.239,568,.326,.479,.805,2,1,.333,14,2491,,,,,,,,,,,,,,,,,,,,,,272,0.79,,,,,,,,,,,,0,0,7,651,93,253,.243,15.78,,
669450,Cooper Hummel,16,12,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,44,37,18,8,3,2,63,23,0,29,1,.169,172,.269,.285,.554,0,7,1.000,4,805,,,,,,,,,,,,,,,,,,,,8,0,49,1.19,,,,,,,,,,,,0,0,1,197,16,76,.250,86.00,4,5.10
682998,Corbin Carroll,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,24,15,11,9,1,3,30,8,0,24,2,.258,93,.330,.473,.803,1,2,.667,1,400,,,,,,,,,,,,,,,,,,,,,,44,1.60,,,,,,,,,,,,0,0,0,103,13,40,.350,31.00,,
662139,Daulton Varsho,148,15,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,123,137,78,23,3,27,139,46,0,124,7,.240,516,.308,.453,.761,6,15,.714,8,2258,,,,,,,,,,,,,,,,,,,,7,0,234,0.90,,,,,,,,,,,,1,2,5,577,73,178,.273,19.11,3,5.71
686753,Drey Jameson,4,4,2,2,0,4,1.000,1.00,1.50,24.1,4,0,0,0,30,16,4,4,0,2,24,7,0,20,1,.222,90,.286,.333,.619,0,2,1.000,3,369,1.48,24.1,3,0,0,0,0,0,4,1.11,98,73,4,0,0,240,.650,1,0,1,0,30,1.88,1.000,15.16,0,3.43,8.88,2.59,7.40,1.48,0.74,0,0,0,0,0,,,,,,,
672695,Geraldo Perdomo,145,128,319,168,14,501,.972,3.55,3.89,1127.0,137,82,0,8,139,109,58,10,2,5,102,48,0,83,5,.198,420,.286,.267,.553,2,9,.818,3,2003,,,,,,,,,,,,,,,,,,,,,,112,1.28,,,,,,,,,,,,0,11,2,486,40,166,.248,84.00,,
453178,Ian Kennedy,56,0,0,1,0,1,1.000,0.02,0.18,49.1,56,0,0,0,29,76,33,11,1,11,43,22,3,56,1,.279,201,.348,.507,.855,1,3,.750,2,858,5.47,49.1,4,7,10,16,10,6,30,1.58,228,148,56,0,0,558,.650,1,0,3,0,102,0.38,.364,17.39,21,1.95,7.84,4.01,10.22,6.02,2.01,7,1,1,0,3,0,0,0,.---,-.--,,
606993,Jake Hager,28,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,12,10,4,2,0,0,17,8,0,12,0,.240,50,.345,.280,.625,0,0,.---,0,260,7.71,2.1,0,0,0,0,0,0,2,1.29,10,7,3,0,0,21,.750,0,0,0,0,14,1.20,.---,12.00,3,-.--,3.86,0.00,11.57,7.71,0.00,1,0,0,1,0,59,3,21,.364,-.--,,
664983,Jake McCarthy,96,11,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,86,65,52,15,3,8,70,23,0,88,6,.289,305,.349,.436,.785,3,22,.880,2,1200,,,,,,,,,,,,,,,,,,,,,,133,1.32,,,,,,,,,,,,0,3,1,338,41,108,.351,38.12,,
573009,Joe Mantiply,68,0,5,2,0,7,1.000,0.10,1.07,59.1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.73,59.1,2,5,2,7,22,5,18,1.04,237,178,68,0,0,604,.720,3,1,2,0,0,-.--,.286,14.16,9,12.20,9.25,0.76,8.65,2.88,0.76,35,16,0,0,0,0,0,0,.---,-.--,,
656669,Jordan Luplow,5,4,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,47,62,26,5,0,11,57,25,1,35,3,.175,200,.275,.365,.640,1,5,.833,5,984,,,,,,,,,,,,,,,,,,,,,,73,0.76,,,,,,,,,,,,0,0,1,229,28,104,.180,18.18,,
668942,Josh Rojas,122,4,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,112,117,65,22,1,8,96,54,2,113,2,.263,429,.345,.375,.720,3,22,.880,7,1972,,,,,,,,,,,,,,,,,,,,,,161,0.96,,,,,,,,,,,,0,4,5,494,53,152,.318,53.62,,
656464,Kevin Ginkel,28,0,4,1,0,5,1.000,0.18,1.67,27.1,28,0,0,0,28,24,14,7,0,1,27,11,0,25,1,.243,103,.319,.340,.659,0,1,1.000,5,449,3.62,27.1,1,1,0,2,5,2,11,1.32,116,82,28,0,0,294,.650,1,0,1,0,35,1.17,.500,16.43,2,2.45,8.89,3.62,8.23,4.61,0.33,14,5,0,0,1,,,,,,,
518516,Madison Bumgarner,30,30,11,2,0,13,1.000,0.43,0.74,158.2,30,3,0,0,148,201,97,50,3,25,112,49,0,179,9,.281,637,.340,.487,.827,5,15,.750,14,2715,4.88,158.2,7,15,0,0,0,0,86,1.44,698,476,30,0,0,1752,.650,9,0,2,2,310,0.74,.318,17.11,0,2.29,6.35,2.78,10.15,5.50,1.42,0,0,0,1,2,,,,,,,
453343,Mark Melancon,61,0,6,5,0,11,1.000,0.18,1.80,55.0,61,2,0,0,62,63,37,10,0,5,34,21,2,63,1,.285,221,.350,.398,.748,1,3,.750,5,875,4.75,55.0,3,10,18,21,1,3,29,1.53,244,165,61,0,0,553,.630,1,0,6,0,88,0.98,.231,15.91,48,1.62,5.56,3.44,10.31,6.05,0.82,3,1,0,1,0,0,0,0,.---,-.--,,
518876,Merrill Kelly,32,32,19,15,1,35,.971,1.06,1.58,194.1,32,2,0,1,194,194,76,39,2,21,170,59,2,163,2,.227,719,.287,.374,.661,3,14,.824,14,2988,3.43,194.1,13,8,0,0,0,0,74,1.14,782,583,32,0,0,1954,.650,2,1,4,4,269,1.00,.619,15.38,0,2.88,7.87,2.73,7.55,3.52,0.97,0,0,0,1,1,,,,,,,
656976,Pavin Smith,72,16,0,0,0,0,.000,0.00,-.--,0.0,19,0,0,0,57,65,23,8,0,9,65,27,1,50,1,.214,234,.294,.363,.657,0,1,1.000,2,1071,,,,,,,,,,,,,,,,,,,,,,85,0.88,,,,,,,,,,,,0,0,3,265,33,100,.252,26.00,,
606625,Reyes Moronta,22,0,1,0,1,2,.500,0.05,0.39,23.2,22,0,0,1,14,28,11,3,0,5,27,10,0,17,2,.198,86,.296,.407,.703,0,2,1.000,3,394,4.18,23.2,0,0,0,0,0,0,11,1.14,98,71,22,0,0,247,.630,2,0,4,0,35,0.50,.---,16.65,6,2.70,10.27,3.80,6.46,4.18,1.90,4,1,0,0,0,0,0,0,.---,-.--,,
664092,Sean Poppen,27,0,2,2,0,4,1.000,0.15,1.38,26.2,27,0,0,0,22,31,14,6,1,4,21,11,3,26,0,.274,95,.336,.484,.820,1,1,.500,2,408,4.39,26.2,1,2,0,1,3,1,13,1.39,111,80,27,0,0,262,.640,0,0,2,1,46,0.71,.333,15.30,6,1.91,7.09,3.71,8.78,4.72,1.35,13,1,0,1,4,0,0,0,.---,-.--,,
642727,Sergio Alcantara,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,8,12,3,0,0,0,12,2,0,4,0,.114,35,.158,.114,.272,2,0,.000,0,165,,,,,,,,,,,,,,,,,,,,,,4,0.67,,,,,,,,,,,,0,0,1,38,3,28,.167,-.--,,
656448,Stone Garrett,8,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,9,20,12,8,0,4,24,3,0,21,1,.288,73,.321,.562,.883,1,3,.750,1,295,,,,,,,,,,,,,,,,,,,,,,41,0.45,,,,,,,,,,,,3,0,1,81,10,24,.370,18.25,,
642203,Taylor Widener,12,0,0,1,0,1,1.000,0.08,0.60,15.1,12,0,0,0,8,26,6,4,0,2,12,4,1,18,3,.281,64,.352,.438,.790,0,2,1.000,0,278,3.52,15.1,0,0,0,0,1,0,6,1.43,71,46,12,0,0,187,.670,3,0,0,0,28,0.31,.---,18.13,2,3.00,7.04,2.35,10.57,3.52,1.17,7,4,0,0,0,,,,,,,
674072,Tommy Henry,8,8,1,1,0,2,1.000,0.25,0.45,40.2,8,0,0,0,42,43,27,7,0,9,31,20,1,44,3,.278,158,.368,.494,.862,0,2,1.000,4,684,5.98,40.2,3,4,0,0,0,0,27,1.57,183,122,8,0,0,433,.630,3,0,3,0,78,0.98,.429,16.82,0,1.55,6.86,4.43,9.74,5.98,1.99,0,0,0,1,1,,,,,,,
668678,Zac Gallen,30,30,16,9,1,26,.962,0.83,1.26,179.0,30,3,0,1,171,162,53,30,1,13,186,44,0,116,12,.184,631,.249,.296,.545,3,4,.571,12,2833,2.46,179.0,12,3,0,0,0,0,49,0.89,691,537,30,0,0,1844,.650,12,0,5,0,187,1.06,.800,15.83,0,4.23,9.35,2.21,5.83,2.66,0.65,0,0,0,1,3,,,,,,,
