,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
608324,Alex Bregman,133,109,174,84,35,0,21,72,80,1,126,8,.266,473,.376,.474,.850,2,1,.333,17,2205,569,224,82,221,0,8,.271,0.63,0,22.52,132,219,128,7,354,.980,2.61,2.66,1175.1,133,34,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650556,Bryan Abreu,46,42,37,14,7,0,1,75,22,0,37,4,.195,190,.290,.247,.537,1,3,.750,6,886,,47,,,0,1,,1.14,0,,0,6,1,0,7,1.000,0.15,1.19,53.2,46,0,0,0,1.84,53.2,4,0,2,2,5,0,11,1.10,217,161,46,0,0,549,.620,4,0,7,0,1.000,16.51,15,3.41,12.58,3.69,6.20,2.35,0.17,21,8,,
676801,Chas McCormick,1,70,74,39,11,2,13,90,38,0,72,1,.236,305,.322,.413,.735,2,2,.500,5,1336,345,126,41,118,0,1,.291,0.95,0,23.46,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543877,Christian Vazquez,1,18,22,5,0,0,0,9,4,0,16,0,.246,65,.290,.246,.536,3,10,.769,1,269,69,16,5,26,0,0,.286,0.82,0,-.--,0,0,1,0,1,1.000,1.00,9.00,1.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,0,3.11
664299,Cristian Javier,26,55,153,44,18,1,17,165,46,0,83,6,.183,453,.267,.340,.607,2,9,.818,3,2203,,154,,,2,1,,0.36,0,,21,1,2,0,3,1.000,0.12,0.22,125.2,26,0,0,0,3.01,125.2,8,9,0,0,1,0,42,1.03,508,377,26,0,0,1386,.630,6,1,5,0,.471,17.53,0,3.59,11.82,3.29,5.94,3.15,1.22,0,0,,
682073,David Hensley,4,5,1,3,2,0,0,5,2,0,6,0,.353,17,.421,.471,.892,0,0,.---,2,68,19,8,2,9,0,0,.500,5.00,0,-.--,3,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664285,Framber Valdez,26,243,89,56,20,1,9,161,60,0,133,11,.214,622,.294,.293,.587,0,7,1.000,22,2540,,182,,,2,2,,2.73,0,,26,20,5,1,26,.962,0.96,1.32,170.2,26,0,0,1,2.64,170.2,14,5,0,0,0,0,50,1.13,697,512,26,2,0,1639,.650,11,1,9,0,.737,14.88,0,2.68,8.49,3.16,7.01,2.95,0.47,0,0,,
593576,Hector Neris,62,37,65,23,13,1,2,70,15,0,41,6,.192,213,.265,.291,.556,1,3,.750,4,899,,62,,,0,0,,0.57,0,,0,2,2,0,4,1.000,0.06,0.61,59.1,62,1,0,0,3.34,59.1,5,4,3,6,24,3,22,0.94,234,178,62,0,0,598,.670,6,1,5,0,.556,15.15,24,4.67,10.62,2.28,6.22,3.49,0.30,6,1,,
686613,Hunter Brown,1,10,2,0,1,0,0,5,1,0,3,0,.150,20,.190,.200,.390,1,0,.000,0,79,,4,,,0,0,,5.00,0,,1,0,1,0,1,1.000,1.00,1.50,6.0,1,0,0,0,0.00,6.0,1,0,0,0,0,0,0,0.67,21,18,1,0,0,56,.710,0,0,0,0,1.000,13.17,0,5.00,7.50,1.50,4.50,0.00,0.00,0,0,,
656695,J.J. Matijevic,12,16,12,7,2,0,2,25,2,0,14,2,.209,67,.254,.328,.582,0,1,1.000,1,274,71,22,5,34,0,0,.300,1.33,0,33.50,8,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665161,Jeremy Pena,114,120,99,57,17,1,17,120,19,0,111,5,.249,445,.285,.407,.692,2,9,.818,3,1717,477,181,47,170,0,5,.300,1.21,3,26.18,113,305,128,15,448,.967,3.80,3.88,1005.0,114,56,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,2,117,131,84,33,0,24,81,57,2,134,8,.290,462,.377,.517,.894,1,16,.941,12,2031,528,239,52,117,0,1,.307,0.89,0,19.25,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,26,122,199,65,33,0,24,121,33,0,142,7,.245,579,.292,.427,.719,3,8,.727,8,2409,,247,,,0,5,,0.61,0,,26,10,4,0,14,1.000,0.54,0.83,151.0,26,1,0,0,3.75,151.0,13,6,0,0,0,0,63,1.16,624,453,26,0,0,1638,.680,7,0,5,0,.684,15.95,0,3.67,7.21,1.97,8.46,3.87,1.43,0,0,,
663656,Kyle Tucker,3,106,160,64,25,1,25,83,54,3,121,0,.259,468,.334,.476,.810,2,22,.917,9,1985,527,223,90,218,0,2,.265,0.66,3,18.72,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,5,28,28,7,5,0,2,26,15,0,23,0,.221,104,.317,.327,.644,1,2,.667,3,464,,34,,,0,1,,1.00,0,,5,1,1,0,2,1.000,0.40,0.64,28.2,5,0,0,0,2.20,28.2,3,1,0,0,0,0,7,1.33,120,86,5,0,0,278,.600,0,0,0,0,.750,16.19,0,1.73,8.16,4.71,7.22,2.20,0.63,0,0,,
671277,Luis Garcia,59,89,54,23,17,2,6,64,5,0,83,1,.290,286,.302,.427,.729,4,2,.333,4,1041,296,122,34,129,1,3,.352,1.65,0,47.67,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,99,78,74,31,12,0,12,102,21,0,52,6,.173,301,.239,.332,.571,13,37,.740,5,1321,333,100,38,152,3,2,.212,1.05,0,25.08,96,40,877,1,918,.999,9.26,9.88,835.2,99,3,0,1,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,8,3.02
643289,Mauricio Dubon,1,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,58,48,53,30,7,1,8,58,21,2,49,7,.240,204,.328,.402,.730,1,2,.667,6,919,,82,,,1,3,,0.91,0,,0,5,1,1,7,.857,0.10,1.00,54.2,58,1,0,1,3.95,54.2,0,2,0,2,13,2,24,1.28,236,164,58,0,0,587,.640,7,0,0,0,.000,16.81,7,2.76,9.55,3.46,8.07,4.94,1.32,25,5,,
606160,Rafael Montero,61,63,46,19,7,1,2,61,21,2,42,2,.199,211,.278,.270,.548,0,7,1.000,8,943,,57,,,1,0,,1.37,0,,0,4,2,1,7,.857,0.10,0.93,58.2,61,0,0,1,2.45,58.2,4,2,12,14,19,2,16,1.07,235,176,61,0,0,600,.640,2,0,1,0,.667,16.07,22,2.90,9.36,3.22,6.44,2.91,0.31,19,4,,
519151,Ryan Pressly,40,34,29,15,2,1,3,48,9,0,27,0,.200,135,.248,.296,.544,1,0,.000,5,559,,40,,,2,1,,1.17,0,,0,3,2,0,5,1.000,0.13,1.18,38.2,40,0,0,0,3.26,38.2,3,3,26,30,0,4,14,0.93,147,116,40,0,0,363,.650,0,0,0,0,.500,14.46,35,5.33,11.17,2.09,6.28,3.49,0.70,4,2,,
592773,Ryne Stanek,51,33,49,7,6,0,2,53,29,1,30,0,.184,163,.304,.258,.562,2,4,.667,5,767,,42,,,0,2,,0.67,0,,0,1,0,0,1,1.000,0.02,0.19,47.1,51,0,0,0,1.14,47.1,2,1,1,4,14,3,6,1.25,194,142,51,0,0,465,.610,0,0,4,0,.667,16.20,10,1.83,10.08,5.51,5.70,1.33,0.38,21,9,,
661527,Seth Martinez,28,33,42,10,2,0,3,36,14,1,26,1,.191,136,.272,.272,.544,1,2,.667,3,578,,37,,,1,0,,0.79,0,,0,5,1,0,6,1.000,0.21,1.46,37.2,28,1,0,0,2.15,37.2,0,1,0,0,3,0,9,1.06,152,113,28,0,0,379,.660,1,0,0,0,.000,15.35,7,2.57,8.60,3.35,6.21,2.39,0.72,15,1,,
641820,Trey Mancini,15,20,29,14,3,0,7,33,13,0,21,1,.206,102,.299,.441,.740,0,0,.---,2,472,117,45,20,46,0,1,.222,0.69,0,14.57,13,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,21,89,156,60,24,1,21,79,52,4,113,10,.261,433,.351,.467,.818,9,41,.820,9,2058,499,202,81,204,0,4,.273,0.57,0,20.62,20,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.70
673237,Yainer Diaz,1,1,2,0,0,0,0,0,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,14,4,0,1,2,0,0,.000,0.50,0,-.--,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0.00
670541,Yordan Alvarez,67,107,92,80,20,2,32,92,70,9,117,6,.291,402,.399,.590,.989,1,1,.500,12,1903,484,237,83,193,0,6,.299,1.16,0,12.56,67,0,0,0,0,.000,0.00,-.--,0.0,67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,1,123,173,48,35,0,7,64,28,0,115,6,.244,472,.293,.362,.655,0,8,1.000,13,1857,509,171,43,227,0,3,.267,0.71,0,67.43,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,12,19,48,15,8,0,8,29,13,0,25,2,.207,121,.294,.471,.765,0,2,1.000,0,533,,57,,,0,0,,0.40,0,,5,1,1,0,2,1.000,0.17,0.56,32.0,12,0,0,0,4.22,32.0,0,2,0,0,0,0,15,1.19,136,96,12,0,0,338,.630,2,0,1,0,.000,16.66,7,2.23,8.16,3.66,7.03,4.22,2.25,2,0,,
647351,Abraham Toro,21,80,101,32,11,1,9,51,21,1,51,1,.182,280,.239,.325,.564,0,1,1.000,4,1142,305,91,30,113,0,3,.188,0.79,0,31.11,18,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,8,146,164,59,19,4,3,65,44,1,117,5,.242,483,.309,.317,.626,5,9,.643,12,1966,541,153,35,189,4,5,.271,0.89,0,161.00,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662253,Andres Munoz,57,42,35,19,4,0,5,88,15,3,39,4,.193,202,.260,.287,.547,1,5,.833,4,934,,58,,,0,2,,1.20,0,,0,4,3,0,7,1.000,0.12,1.11,57.2,57,0,0,0,2.65,57.2,2,5,3,6,21,3,17,0.94,223,173,57,0,0,636,.680,4,0,4,0,.286,16.20,9,5.87,13.73,2.34,6.09,2.97,0.78,22,3,,
663728,Cal Raleigh,103,53,106,41,18,1,23,104,33,0,67,2,.206,326,.279,.479,.758,23,48,.676,5,1421,365,156,54,161,0,4,.217,0.50,1,14.17,89,23,811,6,840,.993,8.10,9.10,825.0,103,3,0,4,,,,,,,,,,,,,,,,,,,,21,0,,,,,,,,,,,,3,3.16
467793,Carlos Santana,29,47,64,24,5,0,10,39,27,1,32,2,.178,180,.289,.372,.661,0,0,.---,6,865,211,67,25,80,0,2,.165,0.73,0,18.00,28,0,0,0,0,.000,0.00,-.--,0.0,29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623167,Chris Flexen,27,107,179,57,25,3,16,87,48,3,125,2,.254,492,.321,.415,.736,0,4,1.000,6,2041,,204,,,2,4,,0.60,0,,21,9,6,1,16,.938,0.56,1.06,127.0,27,1,0,1,3.83,127.0,7,9,2,2,0,0,54,1.36,548,381,27,0,0,1257,.620,2,0,6,0,.438,16.07,6,1.81,6.17,3.40,8.86,4.04,1.13,0,0,,
592200,Curt Casali,1,20,29,13,3,0,4,36,15,0,25,1,.231,108,.325,.370,.695,3,13,.813,1,566,126,40,14,55,0,2,.300,0.69,1,27.00,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,1,3.26
660636,Diego Castillo,18,59,65,24,10,0,10,70,13,1,48,2,.201,239,.245,.368,.613,1,1,.500,6,1043,257,88,25,88,0,3,.235,0.91,0,23.90,15,0,32,1,33,.970,1.78,2.44,118.1,18,0,0,0,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,,
