,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
669160,Dustin May,2,2,9,9,2,0,0,0,13,3,0,6,1,.162,37,.244,.162,.406,0,3,1.000,0,157,1.64,11.0,1,1,0,0,0,0,2,0.82,41,33,2,0,0,104,.660,1,0,0,0,6,1.00,.500,14.27,0,4.33,10.64,2.45,4.91,1.64,0.00,0,0,0,0,0,4,0,0,4,1.000,2.00,3.27,11.0,2,0,0,0,,,,,,,
623465,Evan Phillips,52,0,0,0,0,0,0,0,0,1,0,0,0,.000,0,1.000,.000,1.000,0,0,.---,0,5,1.22,51.2,5,3,2,4,16,2,7,0.70,189,155,52,0,0,488,.660,2,0,0,0,0,-.--,.625,14.26,9,4.83,10.10,2.09,4.18,1.74,0.35,18,3,0,0,0,6,3,0,9,1.000,0.17,1.59,51.2,52,0,0,0,1,0,0,.---,-.--,,
518692,Freddie Freeman,130,130,118,148,93,43,2,16,85,60,7,165,5,.324,510,.396,.510,.906,2,11,.846,5,2249,,,,,,,,,,,,,,,,,,,,,,260,0.80,,,,,,,,,,,,0,0,6,73,947,3,1023,.997,7.85,8.15,1126.2,130,81,0,0,581,81,174,.359,31.88,,
666158,Gavin Lux,28,24,105,80,62,18,7,6,79,46,0,108,0,.293,369,.368,.428,.796,2,7,.778,3,1663,,,,,,,,,,,,,,,,,,,,,,158,1.31,,,,,,,,,,,,0,0,3,0,29,0,29,1.000,1.04,1.27,205.1,28,0,0,0,418,42,173,.355,61.50,,
593643,Hanser Alberto,5,1,42,34,12,8,1,2,22,2,0,31,0,.240,129,.252,.364,.616,1,0,.000,4,434,4.50,6.0,0,0,0,0,0,0,3,1.33,27,18,6,0,0,56,.670,1,0,0,0,47,1.24,.---,13.83,6,0.00,0.00,1.50,10.50,4.50,1.50,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,131,14,68,.276,64.50,,
592390,Heath Hembree,20,0,10,25,13,6,0,5,12,14,1,17,0,.274,62,.397,.613,1.010,1,6,.857,0,301,7.16,16.1,2,0,0,1,2,1,13,1.90,78,49,20,0,0,178,.590,0,0,1,0,38,0.40,1.000,18.43,3,0.86,6.61,7.71,9.37,7.16,2.76,13,7,0,0,2,0,0,0,0,.000,0.00,0.00,16.1,20,0,0,0,,,,,,,
596082,Jake Reed,5,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,11.37,6.1,1,0,0,0,0,0,8,1.58,30,19,5,0,0,75,.560,1,0,0,0,0,-.--,1.000,21.16,1,1.00,8.53,8.53,5.68,11.37,2.84,2,1,0,0,0,1,0,1,2,.500,0.20,1.50,6.1,5,0,0,1,0,0,0,.---,-.--,,
608336,Joey Gallo,1,0,29,61,32,4,1,12,106,40,0,37,0,.159,233,.282,.339,.621,0,2,1.000,0,1142,,,,,,,,,,,,,,,,,,,,,,79,0.48,,,,,,,,,,,,0,0,0,0,2,0,2,1.000,2.00,3.00,6.0,1,0,0,0,273,24,122,.217,19.42,,
628711,Julio Urias,25,25,117,157,43,18,3,17,137,31,0,102,5,.200,510,.251,.347,.598,3,3,.500,10,2099,2.32,139.2,14,7,0,0,0,0,36,0.95,549,419,25,0,0,1454,.690,5,1,0,1,177,0.75,.667,15.03,0,4.42,8.83,2.00,6.57,2.77,1.10,0,0,0,0,3,8,3,1,12,.917,0.44,0.71,139.2,25,0,0,1,,,,,,,
457759,Justin Turner,48,48,82,133,48,29,0,9,72,41,1,104,5,.272,383,.343,.418,.761,0,3,1.000,12,1768,,,,,,,,,,,,,,,,,,,,,,160,0.62,,,,,,,,,,,,0,0,8,0,0,0,0,.000,0.00,-.--,0.0,48,0,0,0,437,67,162,.306,42.56,,
571970,Max Muncy,20,20,72,122,54,16,1,16,113,74,1,68,2,.184,369,.319,.363,.682,0,2,1.000,2,1947,,,,,,,,,,,,,,,,,,,,,,134,0.59,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,451,51,179,.211,23.06,,
678246,Miguel Vargas,2,2,2,3,0,1,0,0,1,0,0,2,0,.250,8,.250,.375,.625,0,1,1.000,0,32,,,,,,,,,,,,,,,,,,,,,,3,0.67,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,8,2,4,.286,-.--,,
605141,Mookie Betts,111,108,104,145,101,29,2,32,85,45,0,129,6,.280,460,.350,.561,.911,1,12,.923,8,1964,,,,,,,,,,,,,,,,,,,,,,258,0.72,,,,,,,,,,,,0,0,3,8,247,0,255,1.000,2.30,2.43,944.1,111,4,0,0,514,70,162,.280,14.38,,
641360,Phil Bickford,51,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,5.14,49.0,2,1,0,1,6,1,28,1.18,201,147,51,0,0,541,.670,2,0,0,1,0,-.--,.667,16.45,11,3.77,9.00,2.39,8.27,5.14,1.65,10,3,0,0,0,2,1,0,3,1.000,0.06,0.55,49.0,51,0,0,0,0,0,0,.---,-.--,,
572204,Trayce Thompson,2,1,4,2,1,0,0,0,7,2,0,1,0,.071,14,.188,.071,.259,1,0,.000,0,72,,,,,,,,,,,,,,,,,,,,,,1,2.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,16,2,8,.143,-.--,,
607208,Trea Turner,130,130,129,139,82,33,2,18,105,37,1,162,3,.306,529,.351,.478,.829,2,22,.917,9,2222,,,,,,,,,,,,,,,,,,,,,,253,0.93,,,,,,,,,,,,2,0,6,267,148,11,426,.974,3.19,3.32,1124.2,130,45,0,5,577,86,218,.350,29.39,,
542881,Tyler Anderson,25,23,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,5,2.68,147.2,13,3,0,0,0,0,44,1.02,586,443,25,0,0,1477,.680,7,0,6,1,0,-.--,.813,14.61,0,3.80,6.95,1.83,7.37,2.86,0.67,0,0,0,0,0,28,12,1,41,.976,1.60,2.45,147.2,25,1,0,1,1,0,1,.---,-.--,,
669257,Will Smith,19,18,85,142,55,22,1,19,76,49,3,107,8,.264,406,.351,.463,.814,9,40,.816,8,1937,,,,,,,,,,,,,,,,,,,,28,1,188,0.60,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,19,0,0,0,467,75,191,.279,21.37,4,2.67
676265,,8,4,15,37,13,6,0,6,23,12,0,18,2,.194,93,.299,.452,.751,0,2,1.000,0,416,4.74,24.2,0,2,0,0,0,0,13,1.22,107,74,8,0,0,263,.630,2,0,1,0,42,0.41,.000,16.86,4,1.92,8.39,4.38,6.57,4.74,2.19,2,0,0,0,0,1,0,0,1,1.000,0.13,0.38,24.2,8,0,0,0,,,,,,,
670970,Adrian Morejon,18,0,18,31,9,2,0,2,22,5,0,22,1,.237,93,.283,.323,.606,0,2,1.000,3,386,3.00,24.0,3,0,0,0,4,0,8,1.13,99,72,18,0,0,256,.660,1,0,0,0,30,0.58,1.000,16.08,3,4.40,8.25,1.88,8.25,3.38,0.75,7,0,0,0,0,2,1,1,4,.750,0.17,1.13,24.0,18,0,0,1,,,,,,,
543592,Austin Nola,6,5,73,97,32,11,0,3,52,30,1,71,5,.249,285,.323,.319,.642,6,49,.891,3,1262,,,,,,,,,,,,,,,,,,,,24,0,91,0.75,,,,,,,,,,,,2,0,8,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,328,34,122,.286,95.00,3,3.46
605483,Blake Snell,18,18,60,92,43,14,1,9,124,41,0,82,2,.233,352,.313,.355,.668,3,10,.769,4,1744,3.87,93.0,6,7,0,0,0,0,40,1.32,401,279,18,0,0,1093,.630,2,0,5,2,125,0.65,.462,18.75,0,3.02,12.00,3.97,7.94,4.16,0.87,0,0,0,1,5,6,4,0,10,1.000,0.56,0.97,93.0,18,0,0,0,0,0,0,.---,-.--,,
592273,Brandon Drury,10,10,18,36,13,4,0,4,24,4,0,21,1,.214,98,.250,.378,.628,1,0,.000,0,410,,,,,,,,,,,,,,,,,,,,,,37,0.50,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,104,18,57,.239,24.50,,
666703,Eguy Rosario,1,0,0,1,0,0,0,0,1,0,0,0,0,.000,2,.000,.000,.000,0,0,.---,0,9,,,,,,,,,,,,,,,,,,,,,,0,0.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,2,0,2,.000,-.--,,
673490,Ha-Seong Kim,102,96,105,125,48,24,3,7,80,41,0,106,6,.257,412,.331,.381,.712,2,9,.818,8,1913,,,,,,,,,,,,,,,,,,,,,,157,0.84,,,,,,,,,,,,0,1,3,266,95,6,367,.984,3.54,3.89,835.2,102,48,0,2,463,49,169,.302,58.86,,
630105,Jake Cronenworth,2,2,96,164,75,25,3,13,109,61,3,116,15,.242,479,.342,.388,.730,0,2,1.000,1,2208,,,,,,,,,,,,,,,,,,,,,,186,0.59,,,,,,,,,,,,3,0,6,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,564,67,183,.284,36.85,,
605397,Joe Musgrove,24,24,161,126,57,29,2,16,149,31,0,124,12,.223,556,.277,.369,.646,0,6,1.000,11,2300,3.01,149.1,9,6,0,0,0,0,50,1.04,604,448,24,0,0,1537,.670,12,0,3,0,205,1.28,.600,15.40,0,4.81,8.98,1.87,7.47,3.44,0.96,0,0,1,0,4,14,16,1,31,.968,1.25,1.81,149.1,24,2,0,1,,,,,,,
640492,Jose Azocar,3,0,40,36,17,6,3,0,33,10,0,37,0,.257,144,.303,.340,.643,5,4,.444,4,557,,,,,,,,,,,,,,,,,,,,,,49,1.11,,,,,,,,,,,,0,1,1,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,156,8,73,.330,-.--,,
605137,Josh Bell,12,12,36,17,16,4,0,2,22,18,0,17,0,.185,92,.318,.293,.611,0,0,.---,0,468,,,,,,,,,,,,,,,,,,,,,,27,2.12,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,111,9,50,.221,46.00,,
623352,Josh Hader,37,0,16,27,16,5,1,7,59,12,0,26,1,.203,128,.277,.422,.699,0,4,1.000,0,610,4.24,34.0,1,4,29,31,0,2,16,1.12,141,102,37,0,0,389,.640,1,0,2,0,54,0.59,.200,17.94,34,4.92,15.62,3.18,6.88,4.24,1.85,4,0,0,0,0,3,1,0,4,1.000,0.11,1.06,34.0,37,0,0,0,,,,,,,
665742,Juan Soto,1,1,24,24,18,3,1,3,13,22,0,21,0,.256,82,.413,.427,.840,0,0,.---,1,453,,,,,,,,,,,,,,,,,,,,,,35,1.00,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,105,6,35,.273,27.33,,
595777,Jurickson Profar,5,5,132,142,70,29,2,12,83,67,0,112,4,.241,465,.340,.389,.729,1,5,.833,10,2336,,,,,,,,,,,,,,,,,,,,,,181,0.93,,,,,,,,,,,,0,2,2,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,540,48,182,.269,38.75,,
669134,Luis Campusano,4,3,10,4,2,0,0,0,3,0,0,4,0,.200,20,.190,.200,.390,0,3,1.000,2,58,,,,,,,,,,,,,,,,,,,,0,0,4,2.50,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,21,2,13,.222,-.--,1,8.47
671277,Luis Garcia,59,58,76,51,19,14,2,5,54,5,0,71,1,.286,248,.300,.419,.719,4,2,.333,3,920,,,,,,,,,,,,,,,,,,,,,,104,1.49,,,,,,,,,,,,0,1,3,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,258,28,110,.344,49.60,,
592518,Manny Machado,13,13,102,124,83,34,1,24,101,51,8,143,1,.306,468,.374,.536,.910,1,7,.875,11,1920,,,,,,,,,,,,,,,,,,,,,,251,0.82,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,522,85,204,.345,19.50,,
607461,Matt Beaty,2,1,13,14,6,1,1,0,6,2,0,4,1,.108,37,.175,.189,.364,0,0,.---,3,149,,,,,,,,,,,,,,,,,,,,,,7,0.93,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,40,1,24,.129,-.--,,
605182,Mike Clevinger,17,16,66,115,35,12,1,12,73,27,0,72,5,.222,324,.291,.377,.668,1,10,.909,3,1441,3.59,85.1,5,5,0,0,0,0,34,1.16,358,256,17,0,0,919,.640,5,0,2,0,122,0.57,.500,16.89,0,2.70,7.70,2.85,7.59,3.69,1.27,1,0,0,1,1,6,5,3,14,.786,0.65,1.16,85.1,17,0,0,3,,,,,,,
622503,Nabil Crismatt,46,1,67,48,24,17,0,3,56,19,1,50,2,.229,218,.293,.349,.642,0,8,1.000,7,922,2.64,58.0,5,2,0,4,5,4,17,1.19,242,174,46,0,0,599,.650,2,2,0,0,76,1.40,.714,15.90,12,2.95,8.69,2.95,7.76,3.72,0.47,9,5,0,0,3,4,3,0,7,1.000,0.15,1.09,58.0,46,1,0,0,,,,,,,
607259,Nick Martinez,34,10,101,86,36,17,0,13,82,35,0,86,4,.243,354,.317,.401,.718,1,4,.800,13,1516,3.18,93.1,3,3,8,8,3,0,33,1.30,394,280,34,0,0,986,.650,4,0,4,0,142,1.17,.500,16.24,12,2.34,7.91,3.38,8.29,3.47,1.25,14,6,0,0,1,7,13,2,22,.909,0.59,1.94,93.1,34,2,0,1,,,,,,,
663753,Reiss Knehr,4,1,10,17,2,3,0,0,8,2,0,7,3,.167,42,.255,.238,.493,0,0,.---,1,191,1.50,12.0,0,0,0,0,0,0,2,0.75,47,36,4,0,0,120,.630,3,1,0,0,10,0.59,.---,15.92,2,4.00,6.00,1.50,5.25,1.50,0.00,3,0,0,0,0,2,1,0,3,1.000,0.75,2.25,12.0,4,0,0,0,,,,,,,
663158,Robert Suarez,32,0,28,31,13,4,0,4,40,16,0,23,3,.189,122,.298,.320,.618,1,1,.500,1,581,3.15,34.1,4,1,1,3,8,2,12,1.14,141,103,32,0,0,367,.630,3,1,2,0,39,0.90,.800,16.92,6,2.50,10.49,4.19,6.03,3.41,1.05,11,4,0,0,0,1,3,0,4,1.000,0.13,1.06,34.1,32,0,0,0,,,,,,,
640455,Sean Manaea,24,24,119,138,81,25,3,23,136,45,1,133,2,.256,520,.315,.448,.763,0,4,1.000,9,2104,4.90,134.0,7,7,0,0,0,0,73,1.33,573,402,24,0,0,1396,.660,2,0,0,0,233,0.86,.500,15.70,0,3.02,9.13,3.02,8.93,5.44,1.54,0,0,0,2,4,5,5,0,10,1.000,0.42,0.67,134.0,24,0,0,0,,,,,,,
621051,Steven Wilson,37,0,19,63,15,5,0,6,38,15,0,27,1,.186,145,.265,.345,.610,0,2,1.000,1,667,3.07,41.0,4,1,1,3,5,2,14,1.02,163,123,37,0,0,429,.640,1,0,3,0,50,0.30,.800,16.27,6,2.53,8.34,3.29,5.93,3.29,1.32,21,11,0,1,1,2,1,0,3,1.000,0.08,0.66,41.0,37,0,0,0,,,,,,,
657612,Tim Hill,44,0,51,35,13,6,1,0,22,8,0,39,2,.269,145,.312,.324,.636,0,0,.---,6,583,2.82,38.1,3,0,0,0,7,0,12,1.23,157,115,44,0,0,381,.650,2,0,1,0,47,1.46,1.000,15.21,18,2.75,5.17,1.88,9.16,3.05,0.00,23,6,0,0,2,6,5,2,13,.846,0.25,2.61,38.1,44,0,0,2,,,,,,,
663757,Trent Grisham,125,110,106,100,52,15,2,16,121,54,1,77,6,.195,395,.300,.365,.665,0,5,1.000,3,1956,,,,,,,,,,,,,,,,,,,,,,144,1.06,,,,,,,,,,,,0,7,2,3,286,2,291,.993,2.31,2.60,999.0,125,1,0,0,464,49,169,.235,24.69,,
571976,Wil Myers,36,35,37,46,20,11,0,3,63,13,1,49,1,.255,192,.301,.359,.660,1,0,.000,6,836,10.80,1.2,0,0,0,0,0,0,2,1.80,9,5,2,0,0,22,.710,1,0,0,0,69,0.80,.---,18.60,2,-.--,0.00,0.00,16.20,10.80,10.80,2,1,0,0,3,1,70,1,72,.986,1.97,2.09,306.2,36,1,0,1,209,29,110,.357,64.00,,
506433,Yu Darvish,24,24,139,166,59,17,0,17,153,29,0,125,10,.216,578,.264,.334,.598,2,13,.867,8,2386,3.41,155.2,11,7,0,0,0,0,59,0.99,622,467,24,0,0,1612,.680,10,1,4,0,193,0.84,.611,15.33,0,5.28,8.85,1.68,7.23,3.41,0.98,0,0,0,0,5,5,15,0,20,1.000,0.83,1.16,155.2,24,0,0,0,,,,,,,
676265,,8,4,15,37,13,6,0,6,23,12,0,18,2,.194,93,.299,.452,.751,0,2,1.000,0,416,4.74,24.2,0,2,0,0,0,0,13,1.22,107,74,8,0,0,263,.630,2,0,1,0,42,0.41,.000,16.86,4,1.92,8.39,4.38,6.57,4.74,2.19,2,0,0,0,0,1,0,0,1,1.000,0.13,0.38,24.2,8,0,0,0,,,,,,,
677950,Alek Thomas,96,88,116,70,41,16,1,8,65,21,0,82,3,.248,330,.297,.376,.673,3,4,.571,6,1299,,,,,,,,,,,,,,,,,,,,,,124,1.66,,,,,,,,,,,,0,0,3,3,258,3,264,.989,2.72,3.02,779.0,96,1,0,0,357,35,136,.285,41.25,,
592761,Caleb Smith,33,1,38,63,27,9,1,11,53,31,1,46,1,.230,200,.336,.450,.786,1,1,.500,2,926,4.30,52.1,1,1,0,0,5,0,25,1.47,232,157,33,0,0,586,.630,1,0,1,1,90,0.60,.500,17.69,11,1.71,9.11,5.33,7.91,4.64,1.89,14,3,0,0,0,6,2,0,8,1.000,0.24,1.38,52.1,33,1,0,0,,,,,,,
608348,Carson Kelly,2,2,59,74,31,14,0,6,51,21,0,53,4,.226,235,.298,.362,.660,9,38,.809,5,1050,8.10,3.1,0,0,0,0,0,0,3,2.70,19,10,3,0,0,34,.580,0,0,17,1,85,0.80,.---,17.70,3,0.00,0.00,5.40,18.90,8.10,0.00,2,2,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,262,31,121,.261,39.17,3,3.57
572233,Christian Walker,10,10,113,144,69,19,1,31,98,63,2,108,7,.236,457,.334,.486,.820,2,0,.000,12,2051,,,,,,,,,,,,,,,,,,,,,,222,0.78,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,533,75,205,.231,14.74,,
669450,Cooper Hummel,16,12,40,29,15,5,3,2,54,20,0,25,1,.169,148,.272,.284,.556,0,2,1.000,4,687,,,,,,,,,,,,,,,,,,,,4,0,42,1.38,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,169,13,66,.250,74.00,2,6.70
682998,Corbin Carroll,1,1,5,3,4,2,0,0,2,0,0,4,0,.286,14,.286,.429,.715,0,0,.---,0,50,,,,,,,,,,,,,,,,,,,,,,6,1.67,,,,,,,,,,,,0,0,0,0,1,0,1,1.000,1.00,1.00,9.0,1,0,0,0,14,5,7,.333,-.--,,
662139,Daulton Varsho,13,13,103,116,61,20,3,18,113,40,0,101,5,.237,427,.307,.424,.731,6,12,.667,6,1890,,,,,,,,,,,,,,,,,,,,7,0,181,0.89,,,,,,,,,,,,2,2,4,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,479,58,151,.277,23.72,3,5.71
656896,Emmanuel Rivera,2,0,57,48,24,8,3,6,46,11,0,47,2,.237,198,.284,.399,.683,0,0,.---,7,788,,,,,,,,,,,,,,,,,,,,,,79,1.19,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,211,22,89,.281,33.00,,
672695,Geraldo Perdomo,110,105,121,90,51,9,2,4,86,44,0,68,4,.192,354,.288,.263,.551,2,7,.778,3,1700,,,,,,,,,,,,,,,,,,,,,,93,1.34,,,,,,,,,,,,0,10,1,276,136,12,424,.972,3.75,3.99,929.0,110,73,0,6,413,34,141,.242,88.50,,
453178,Ian Kennedy,47,0,22,66,18,9,1,6,39,17,3,38,0,.232,164,.302,.409,.711,1,3,.750,2,694,3.19,42.1,4,6,9,13,10,4,15,1.30,183,127,47,0,0,460,.660,0,0,3,0,67,0.33,.400,16.39,19,2.29,8.29,3.61,8.08,3.83,1.28,7,1,1,0,1,0,1,0,1,1.000,0.02,0.21,42.1,47,0,0,0,0,0,0,.---,-.--,,
664983,Jake McCarthy,6,6,59,48,39,14,2,6,50,17,0,61,4,.284,215,.346,.451,.797,1,12,.923,2,851,,,,,,,,,,,,,,,,,,,,,,97,1.23,,,,,,,,,,,,0,2,1,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,239,31,82,.344,35.83,,
573009,Joe Mantiply,58,0,58,40,16,5,0,4,52,4,0,49,3,.250,196,.273,.337,.610,0,2,1.000,5,730,2.77,52.0,2,4,2,5,18,3,16,1.02,206,156,58,0,0,530,.730,3,1,2,0,66,1.45,.333,14.04,6,13.00,9.00,0.69,8.48,2.77,0.69,25,10,0,1,2,4,2,0,6,1.000,0.10,1.04,52.0,58,0,0,0,,,,,,,
668942,Josh Rojas,3,3,91,100,54,21,1,7,74,43,2,99,1,.278,356,.354,.402,.756,3,17,.850,4,1601,,,,,,,,,,,,,,,,,,,,,,143,0.91,,,,,,,,,,,,0,4,4,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,408,44,127,.330,50.86,,
606466,Ketel Marte,33,33,106,123,60,35,2,10,83,47,2,103,5,.251,411,.332,.418,.750,1,4,.800,10,1821,,,,,,,,,,,,,,,,,,,,,,172,0.86,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,33,0,0,0,467,45,164,.289,41.10,,
656464,Kevin Ginkel,14,0,16,10,10,5,0,1,15,6,0,18,1,.305,59,.379,.441,.820,0,1,1.000,3,238,5.52,14.2,1,0,0,2,0,2,9,1.64,66,44,14,0,0,159,.670,1,0,0,0,26,1.60,1.000,16.23,2,2.50,9.20,3.68,11.05,6.14,0.61,8,2,0,0,0,3,0,0,3,1.000,0.21,1.93,14.2,14,0,0,0,,,,,,,
